created_at,text,tweet_en
Sat Nov 28 06:57:08 +0000 2020,"Wali Kota Bogor Bima Arya menegur RS UMMI yang merawat dan menjadi lokasiÃ‚Â swab testÃ‚Â Rizieq Syihab. Bima menilai, piÃ¢Â€Â¦ https://t.co/ecMdrI4jdC","The Mayor of Bogor, Bima Arya, reprimanded the UMMI Hospital for caring for and being the location for Rizieq Syihab's swab test. Bima assesses, piÃ ¢ Â € Â¦ https://t.co/ecMdrI4jdC"
Mon May 04 17:33:26 +0000 2015,"@deemaz0301 Halo, bisa isi kuesioner saya ttg Kota Bogor berikut http://t.co/hiGJ41oxl9 semoga sehat &amp; selalu diberi kelancaran aktivitas","@ deemaz0301 Hello, can you fill out my questionnaire regarding the following city of Bogor http://t.co/hiGJ41oxl9. I hope you are healthy & amp; always given a smooth activity"
Fri Jul 25 10:14:59 +0000 2014,LPSE Bogor Ã¢Â€Â“ Contoh Kontrak Pengadaan Barang dan Jasa Pemerintah untuk LPSE Kota Bogor: Rehabilitasi PuskesmasÃ¢Â€Â¦ http://t.co/CtWmYrDhks,LPSE Bogor Ã ¢ Â € Â “Example of Contract for Procurement of Goods and Services for Bogor City LPSE: Rehabilitation of PuskesmasÃ ¢ Â € Â¦ http://t.co/CtWmYrDhks
Mon Mar 10 05:57:08 +0000 2014,"Ratusan Karyawan RSJ Marzoeki Mahdi Demo: Ratusan karyawan PNS di Rumah Sakit Marzoeki Mahdi, Kota Bogor mengg... http://t.co/umHXblQ7zf","Hundreds of Employees of RSJ Marzoeki Mahdi Demo: Hundreds of PNS employees at Marzoeki Mahdi Hospital, Bogor City use ... http://t.co/umHXblQ7zf"
Tue Apr 22 09:12:19 +0000 2014,"Wali Kota Bogor, Bima Arya Sugiarto, tengah sakit. Di waktu bersamaan, ia harus melantik Plt Kasatpol PP. Dari... http://t.co/xiIAnjAcsB","The Mayor of Bogor, Bima Arya Sugiarto, is sick. At the same time, he must inaugurate Plt Kasatpol PP. From ... http://t.co/xiIAnjAcsB"
Tue Dec 15 08:02:04 +0000 2020,"Pasien Covid-19 Dirawat Terus Meningkat, Stok Tempat Tidur di RSUD Kota Bogor Menipis: Humas RSUD Kota Bogor, TaufiÃ¢Â€Â¦ https://t.co/2WyvXHwQxS","Covid-19 Patients Treated Continuously Increasing, The Stock of Beds in Bogor City Hospital is running low: Public Relations of Bogor City Hospital, TaufiÃ ¢ Â € Â¦ https://t.co/2WyvXHwQxS"
Sat Apr 07 10:40:40 +0000 2018,Bima-Dedie Siap Tanggung Tunggakan BPJS Warga Kota Bogor - https://t.co/bpyJZiRahj https://t.co/cBrUJU2MJW,Bima-Dedie Ready to Responsibility for BPJS arrears for Bogor City Residents - https://t.co/bpyJZiRahj https://t.co/cBrUJU2MJW
Wed Aug 05 04:25:00 +0000 2020,"Dari hasil Evaluasi Rumah Sakit Rujukan, Pemkot Bogor telah meminta agar Pemprov Jabar mengevaluasi delapan rumah sÃ¢Â€Â¦ https://t.co/0KVeBv2tKr","From the results of the Referral Hospital Evaluation, the Bogor City Government has asked the West Java Provincial Government to evaluate eight houses sÃ ¢ Â € Â¦ https://t.co/0KVeBv2tKr"
Tue Sep 25 07:52:30 +0000 2018,Kegiatan Lokmin menuju Kelurahan yang  Lebih Sehat dan Maju di  Kel. Cibadak Kec. Tanah Sareal Kota BOGOR https://t.co/WPk97gAQWU,Lokmin Activities towards a Healthier and More Advanced Kelurahan in Kel. Cibadak Kec. Tanah Sareal Kota BOGOR https://t.co/WPk97gAQWU
Mon Aug 31 14:11:42 +0000 2020,Pasien OTG di RSUD Kota Bogor akan dipindah ke Wisma Atlet. https://t.co/rdu30d4uHS,OTG patients at Bogor City Hospital will be transferred to Wisma Atlet. https://t.co/rdu30d4uHS
Tue Mar 03 06:19:11 +0000 2015,Pelajar Kota Bogor Sambut Hari Gizi Nasional Dengan Berbagi Sembako http://t.co/kWtwfSRG7B,Bogor City Students Welcome National Nutrition Day by Sharing Groceries http://t.co/kWtwfSRG7B
Tue May 05 11:40:26 +0000 2015,Ini 3 Program Prioritas Dirut RSUD KotaÃ‚Â Bogor http://t.co/rieM0HBSCJ,These are the 3 Priority Programs for the Managing Director of KotaÃ‚Â Bogor Hospital http://t.co/rieM0HBSCJ
Sat Feb 20 10:47:41 +0000 2016,Malam ini begadang di RSUD Kota Bogor. Temenin dong,Tonight staying up late at the Bogor City Hospital. Please accompany me
Sun Feb 03 23:00:38 +0000 2019,"Saat terjadi wabah  demam berdarah di kota Bogor, khususnya di Bogor Selatan, sahabat Kang Dadang IskandarD (KDI) tÃ¢Â€Â¦ https://t.co/XNXcImtxNp","When there was an outbreak of dengue fever in the city of Bogor, especially in South Bogor, a friend of Kang Dadang IskandarD (KDI) tÃ ¢ Â € Â¦ https://t.co/XNXcImtxNp"
Sun Apr 08 02:00:55 +0000 2018,"Porda Jabar 2018, Kota Bogor Optimis Boyong Emas, Ketum PBI: Bukan Hal yang Sulit https://t.co/D86srFWoi6","Porda Jabar 2018, City of Bogor Optimistic to Win Gold, Ketum PBI: Not a Difficult thing https://t.co/D86srFWoi6"
Fri Dec 11 15:17:07 +0000 2015,"Dinkes Bogor kampanyekan 1.000 hari pertama kehidupan: Dinas Kesehatan Kota Bogor, Jawa Barat, mengkampanyekan... https://t.co/okfE7cigCP","Bogor Health Office campaigns for the first 1,000 days of life: Bogor City Health Office, West Java, campaigns ... https://t.co/okfE7cigCP"
Thu May 21 06:30:12 +0000 2015,"Akhirnya ngeliat debay({}):* (with RaTu, Ad., and 3 others at RSUD Kota Bogor) Ã¢Â€Â” https://t.co/nRiaBtF30y","Finally seeing the debay ({}): * (with RaTu, Ad., And 3 others at Bogor City Hospital) Ã ¢ Â € Â ”https://t.co/nRiaBtF30y"
Sun Nov 13 14:14:55 +0000 2016,#buzzer Jalan sehat terbesar dalam sejarah Kota Bogor https://t.co/1z7qKqIRlf #antara,#buzzer The biggest healthy walk in the history of Bogor City https://t.co/1z7qKqIRlf #antara
Wed Jul 27 00:05:34 +0000 2016,07.05 #Lalin92FM - Pertigaan RSUD Kota Bogor kacau karena saling serobot. Mhn bantuan petugas. @MaftuhShoim  https://t.co/Rlc4O9VTQ6,07.05 # Lalin92FM - Bogor City Hospital T-junction is chaotic because they are dragging each other. Mhn officer assistance. @MaftuhShoim https://t.co/Rlc4O9VTQ6
Fri Mar 04 07:10:53 +0000 2016,Nongkrong di depan RS tercinta dlu lahh.. HahaÃ°ÂŸÂ˜ÂÃ°ÂŸÂ˜Â (with Dwi at RSUD Kota Bogor) Ã¢Â€Â” https://t.co/8SOyrcHtr8,Hanging out in front of your beloved hospital first ... HahaÃ ° ÂŸÂ˜Â Ã ° ÂŸÂ˜Â (with Dwi at Bogor City Hospital) Ã ¢ Â € Â ”https://t.co/8SOyrcHtr8
Thu Oct 30 00:42:57 +0000 2014,Lensa Nasional: Garuda KPP-RI Minta Walikota Copot Jabatan Kepala RSUD Kota Bogor: http://t.co/ao5ZLtWZL5,National Lens: Garuda KPP-RI Asks the Mayor to Remove Head of Bogor City Hospital: http://t.co/ao5ZLtWZL5
Sun Dec 13 15:39:16 +0000 2015,Jalan Sehat HUT KORPRI Ke-44 Diikuti 3000 PNS Kota Bogor https://t.co/s82hSOJmLX https://t.co/3DBWJVdAtw,Healthy Walk for the 44th KORPRI Anniversary Attended by 3000 Civil Servants of Bogor City https://t.co/s82hSOJmLX https://t.co/3DBWJVdAtw
Thu Nov 28 03:31:13 +0000 2019,Dinas Kesehatan Kota Bogor melalui Seksi Kesling dan Kesja menggelar pertemuan Verifikasi ODF yang diikuti oleh pesÃ¢Â€Â¦ https://t.co/XyTGDSIKzv,The Bogor City Health Office through the Kesling and Kesja Sections held an ODF Verification meeting which was attended by pesÃ ¢ Â € Â¦ https://t.co/XyTGDSIKzv
Wed Nov 18 05:42:03 +0000 2020,"Bogor, https://t.co/wKgHpxyppM - Presiden Joko Widodo melakukan inspeksi mendadak (sidak) ke sebuah puskesmas yangÃ¢Â€Â¦ https://t.co/QpHi7MJziw","Bogor, https://t.co/wKgHpxyppM - President Joko Widodo conducted a surprise inspection (sidak) at a puskesmas which wasÃ ¢ Â € Â¦ https://t.co/QpHi7MJziw"
Mon May 08 03:03:09 +0000 2017,Dinkes Kota Bogor Periksa Kualitas Air PDAM Tirta Pakuan https://t.co/VOiNRe3wta,Bogor City Health Office Checks the Water Quality of PDAM Tirta Pakuan https://t.co/VOiNRe3wta
Tue Apr 22 11:51:18 +0000 2014,"Diangkut Ambulans untuk Lantik Kasatpol PP, Bima Arya: Saya Kena DBD: Wali Kota Bogor Bima Arya Sugiarto melan... http://t.co/sV5tYglJEC","Transported by Ambulance to Inaugurate Kasatpol PP, Bima Arya: I Got Dengue: Bogor Mayor Bima Arya Sugiarto melan ... http://t.co/sV5tYglJEC"
Wed May 18 09:33:29 +0000 2016,RSUD Kota Bogor Siap Luncurkan Website https://t.co/82SnZyLXqD @BimaAryaS @usmarbogor @AdeSarif60 #WeLoveBogor #BogohKaBogor #HJB534,Bogor City Hospital Ready to Launch Website https://t.co/82SnZyLXqD @BimaAryaS @usmarbogor @ AdeSarif60 #WeLoveBogor #BogohKaBogor # HJB534
Sat Dec 01 06:30:06 +0000 2018,"Radar Bogor : Bawa Obat Batuk Cair Buat Mabuk, Tiga Pelajar di Kota Bogor Diamankan BOGORÃ¢Â€Â“RADA  https://t.co/kr75rHUr4w","Radar Bogor: Bringing Liquid Cough Medicine to Get Intoxicated, Three Students in the City of Bogor Secured by BOGORÃ ¢ Â € Â “RADA https://t.co/kr75rHUr4w"
Fri Jun 07 14:19:18 +0000 2013,Restoran Sehat IPB Hadir Di Kota Bogor | Antara Bogor : Portal Berita Kawasan Penyangga Ibu Kota http://t.co/pCXt9Hvu8V,IPB Healthy Restaurant Comes to Bogor City | Antara Bogor: Capital Buffer Zone News Portal http://t.co/pCXt9Hvu8V
Fri Jan 06 12:26:40 +0000 2017,merasakan dalam kondisi baik di Rsud Kota Bogor https://t.co/StWjbIGBak,feel in good condition at Rsud Kota Bogor https://t.co/StWjbIGBak
Fri Oct 14 10:46:31 +0000 2016,"@SRbergerak mtsr Bogor malam ini evakuasi Renaldo zakaria(39,infeksi luka) di dada ke RSUD kota bogor #SRbogor https://t.co/35I8dLLfgM","@SR moving mtsr Bogor tonight evacuate Renaldo zakaria (39, wound infection) in the chest to the Bogor City Hospital #SRbogor https://t.co/35I8dLLfgM"
Thu Aug 22 06:51:32 +0000 2019,Mall Pelayanan Publik Pertama di Jabar akan diresmikan (26/8/19)di Lippo Plaza Keboen Raya Kota Bogor. Ada 145 layaÃ¢Â€Â¦ https://t.co/iRhQOmA3Dw,"The First Public Service Mall in West Java will be inaugurated (26/8/19) at Lippo Plaza Keboen Raya, Bogor City. There are 145 servicesÃ ¢ Â € Â¦ https://t.co/iRhQOmA3Dw"
Mon Sep 07 01:23:13 +0000 2015,BismillahÃ°ÂŸÂ˜Â‡Ã°ÂŸÂ™ÂÃ°ÂŸÂ˜Â· (with ibu at RSUD Kota Bogor) Ã¢Â€Â” https://t.co/t9iku34bAc,BismillahÃ ° ÂŸÂ˜Â ‡ Ã ° ÂŸÂ ™ Â Ã ° ÂŸÂ˜Â · (with mother at Bogor City Hospital) Ã ¢ Â € Â ”https://t.co/t9iku34bAc
Tue Apr 22 11:51:16 +0000 2014,"Diangkut Ambulans untuk Lantik Kasatpol PP, Bima Arya: Saya Kena DBD: Wali Kota Bogor Bima Arya Sugiarto melan... http://t.co/3GbSIo5t0Y","Transported by Ambulance to Inaugurate Kasatpol PP, Bima Arya: I Got Dengue: Bogor Mayor Bima Arya Sugiarto melan ... http://t.co/3GbSIo5t0Y"
Fri Jul 03 05:41:57 +0000 2015,Kesini lagi (at RSUD Kota Bogor) Ã¢Â€Â” https://t.co/ffSU3wKdNq,Come here again (at RSUD Kota Bogor) Ã ¢ Â € Â ”https://t.co/ffSU3wKdNq
Sat Feb 06 03:52:38 +0000 2016,"Kasus DBD Meningkat, DPC PDI P Kota Bogor Foging di 43 Titik - Berita Kota Bogor https://t.co/YuiOWEmuK0 #infobogorutara","DHF Cases Increase, DPC PDI P Bogor City Foging at 43 Points - Berita Kota Bogor https://t.co/YuiOWEmuK0 #infobogorutara"
Fri Jan 02 09:34:23 +0000 2015,"Aku enggak sakit kok, cuma lg medical check up aja *curhat* *padahalgaadayangtanya* (at RSUD Kota Bogor) Ã¢Â€Â” https://t.co/ILbwitxnsH","I'm not sick, it's just a medical check-up * confide in * * even though I have no questions * (at Bogor City Hospital) Ã ¢ Â € Â ”https://t.co/ILbwitxnsH"
Tue May 05 16:56:32 +0000 2015,"@RudyHadianto Halo, bisa isi kuesioner saya ttg Kota Bogor berikut http://t.co/hiGJ41oxl9 semoga sehat &amp; diberi kelancaran aktivitas","@RudyHadianto Hello, can you fill out my questionnaire about the following city of Bogor http://t.co/hiGJ41oxl9, hopefully healthy & amp; given smooth activity"
Thu Jan 19 16:00:23 +0000 2017,"Terapkan Semangat Memiliki dan Kedisiplinan, PNS Harus Jadi Motor Penggerak di RSUD Kota Bogor https://t.co/uh0DxnuXE0","Implementing the Spirit of Ownership and Discipline, Civil Servants Must Become Driving Motors at Bogor City Hospital https://t.co/uh0DxnuXE0"
Fri Dec 20 10:37:47 +0000 2019,Kontraktor masih memiliki waktu sekitar 7 hari untuk merampungkannya sesuai target jadwal yang sudah ditentukan. MaÃ¢Â€Â¦ https://t.co/VC3ZMXrJUL,The contractor still has about 7 days to complete it according to the predetermined schedule target. MaÃ ¢ Â € Â¦ https://t.co/VC3ZMXrJUL
Thu Nov 12 06:20:02 +0000 2020,Recheking Kesatuan Gerak PKK Banggga Kencana Kesehatan &amp; Posyandu tingkat Jawa Barat 2020 berlangsung dengan Via TeÃ¢Â€Â¦ https://t.co/9QkynEIBRg,Recheking of PKK Movement Unit Banggga Kencana Health & amp; Posyandu at the West Java level 2020 takes place via Via TeÃ ¢ Â € Â¦ https://t.co/9QkynEIBRg
Tue Aug 05 13:08:15 +0000 2014,"Kabar gembira bagi warga Kota Bogor. Pasalnya, 7 Agustus akan memiliki Rumah Sakit Umum Daerah (RSUD) pertama.... http://t.co/1TH75m0KGy","Good news for Bogor City residents. The reason is, August 7 will have the first Regional General Hospital (RSUD) .... http://t.co/1TH75m0KGy"
Thu Nov 26 10:49:53 +0000 2020,@Lalakmu @BimaAryaS sejak kapan punya otorisasi analisis kesehatan? Emangnya kau dokter? Urus warga kota bogor aja.Ã¢Â€Â¦ https://t.co/r4Xy3G2Atu,@Lalakmu @BimaAryaS since when did you have the health analysis authorization? Are you a doctor? Just take care of the residents of Bogor city .Ã ¢ Â € Â¦ https://t.co/r4Xy3G2Atu
Tue May 17 14:21:15 +0000 2016,At RSUD Kota Bogor Ã¢Â€Â” https://t.co/cWolEzvOuF,At RSUD Kota Bogor Ã ¢ Â € Â ”https://t.co/cWolEzvOuF
Sun Jun 09 02:33:44 +0000 2013,@Pananditania sehat jg.. gmn kota bogor? masih sering ujan?,@Pananditania is healthy too ... how about the city of Bogor? still testing often?
Tue Jul 10 08:40:53 +0000 2018,Dinkes Kota Bogor Raih Sertifikat ISOÃ‚Â 9001:2015 https://t.co/0y9n7ryKQQ https://t.co/qVJU7nAyED,Bogor City Health Office Receives ISO 9001: 2015 Certificate https://t.co/0y9n7ryKQQ https://t.co/qVJU7nAyED
Mon Oct 02 09:00:02 +0000 2017,"Indomaret kembali mengadakan Posyandu bersama Milna di Indomaret Hybrid RE Martadinata, Kota Bogor, Seni (18/9)Ã¢Â€Â¦ https://t.co/X6jTYhCruP","Indomaret again held Posyandu with Milna at Indomaret Hybrid RE Martadinata, Bogor City, Seni (18/9) Ã ¢ Â € Â¦ https://t.co/X6jTYhCruP"
Mon Dec 31 17:16:35 +0000 2018,"Sebanyak 37,42 % penduduk kota Bogor pernah menjalani rawat inap (kesehatan) selama kurang dari 4 hari (BPS Kota Bogor 2015) #CeritaBogor",As many as 37.42% of residents of Bogor city have been inpatient (health) for less than 4 days (BPS Kota Bogor 2015) #CeritaBogor
Thu Aug 07 13:33:11 +0000 2014,"Setelah 30 Tahun, Kota Bogor Punya RSUD Sendiri: Setelah menunggu hampir 30 tahun, Kota Bogor akhirnya memiliki... http://t.co/XiXSkL0pXV","After 30 Years, Bogor City Has Its Own Hospital: After waiting for almost 30 years, Bogor City finally has ... http://t.co/XiXSkL0pXV"
Tue Jun 21 15:02:10 +0000 2016,Selamat menikmati craniotomy nonk....Ã°ÂŸÂ˜ÂÃ°ÂŸÂ˜ÂÃ°ÂŸÂ˜Â‚Ã°ÂŸÂ˜Â‚ (with Risna at OK RSUD Kota Bogor) Ã¢Â€Â” https://t.co/pYkjkeBjR0,Enjoy the craniotomy nonk .... Ã ° ÂŸÂ˜Â Ã ° ÂŸÂ˜Â Ã ° ÂŸÂ˜Â‚Ã ° ÂŸÂ˜Â ‚(with Risna at OK Bogor City Hospital) Ã ¢ Â € Â” https: / /t.co/pYkjkeBjR0
Fri Nov 23 23:18:46 +0000 2018,Sudah seharusnya angkutan umum di Kota Bogor adalah angkutan umum yang nyaman dan sehat tanpa asap rokok.Ã¢Â€Â¦ https://t.co/m2pdKp99Vm,Public transportation in Bogor City should be public transportation that is comfortable and healthy without cigarette smoke. Ã ¢ Â € Â¦ https://t.co/m2pdKp99Vm
Sat Feb 27 14:42:15 +0000 2016,"Ngalongok. Ã°ÂŸÂÂ¥ (with Adyasa, Dimas, and 9 others at RSUD Kota Bogor) Ã¢Â€Â” https://t.co/05QbQmEGPp","Ngalongok. Ã ° ÂŸÂ Â ¥ (with Adyasa, Dimas, and 9 others at Bogor City Hospital) Ã ¢ Â € Â ”https://t.co/05QbQmEGPp"
Mon Aug 26 09:11:23 +0000 2019,"Senin 26 Agustus 2019, Pukul 12.30 Wib, Kapolsek Bogor Barat Kompol Sundarti SH, Silaturrahmi dgn Humas RSUD Kota BÃ¢Â€Â¦ https://t.co/ksTEbczxUC","Monday 26 August 2019, 12.30 AM, West Bogor Police Chief Kompol Sundarti SH, Gathering with Public Relations of the City Hospital BÃ ¢ Â € Â¦ https://t.co/ksTEbczxUC"
Mon Dec 21 07:40:39 +0000 2020,@null Kasus RS Ummi Kota Bogor Diambil Alih Bareskrim Penyidikan kasus Rumah Sakit (RS  https://t.co/txgCqfzeLW,@null Ummi Hospital Case in Bogor City Taken Over by Bareskrim Investigation on Hospital case (RS https://t.co/txgCqfzeLW
Tue Oct 27 03:37:32 +0000 2015,Balitro (balai penelitian rempah dan obat) (at Kota Bogor) Ã¢Â€Â” https://t.co/JgdgaAjynn,Balitro (spices and medicinal research center) (at Bogor City) Ã ¢ Â € Â ”https://t.co/JgdgaAjynn
Sun May 26 05:25:36 +0000 2019,Kader Posyandu se-Kota Bogor didaftarkan BPJS Ketenagakerjaan - ANTARA News Megapolitan https://t.co/qy2cqSyLkW,Posyandu cadres in Bogor are registered by BPJS Ketenagakerjaan - ANTARA News Megapolitan https://t.co/qy2cqSyLkW
Mon Dec 28 23:21:08 +0000 2015,"Pagiiiii,,, menganntuuukk sangaat...Ã°ÂŸÂ˜ÂµÃ°ÂŸÂ˜Â´Ã°ÂŸÂ˜Â´ (with Gustya at Kamar Bedah RSUD Kota Bogor) Ã¢Â€Â” https://t.co/wXloLdDP5x","Morningiiii ,,, it was very difficult ... Ã ° ÂŸÂ˜ÂµÃ ° ÂŸÂ˜Â´Ã ° ÂŸÂ˜Â´ (with Gustya at Bogor City Hospital Surgical Room) Ã ¢ Â € Â ”https://t.co/wXloLdDP5x"
Thu Aug 22 02:48:16 +0000 2013,"Kangen ke Bogor hang out ( with bidan kece Room 5, Room 4 and Room 6 asrama 2Ã¢Â€Â¦ (at Curug Kota Bogor) [pic] Ã¢Â€Â” https://t.co/qFaKvJMglc","Miss Bogor to hang out (with a small midwife Room 5, Room 4 and Room 6 dormitory 2Ã ¢ Â € Â¦ (at Curug Kota Bogor) [pic] Ã ¢ Â € Â ”https://t.co/qFaKvJMglc"
Fri Aug 24 10:05:23 +0000 2018,"Dinyatakan Mubah, Dinkes Tetap Imbau Warga Kota Bogor Ikut VaksinÃ‚Â MR https://t.co/057PvLonia https://t.co/PWDINoVZPG","Declared Mubah, Health Office Urges Bogor City Residents to Join VaccinesÃ‚Â MR https://t.co/057PvLonia https://t.co/PWDINoVZPG"
Sat Sep 14 11:36:50 +0000 2013,"@heriniyulistya eta mah bukan bogor utara tp kota bogor di kelilingin haha kayanya mah sakit gara"" ujan lokal kemaren rin :D","@heriniyulistya eta mah not north bogor but the city of bogor around haha ​​looks like mah sick because ""yesterday's local test rin: D"
Sat Nov 09 08:17:16 +0000 2019,"Gaungkan Hidup Sehat, Wali Kota Bogor, Bima Arya Ajak Siswa Senam Rutin Setiap Pagi - https://t.co/1g5zsmJhRP","Echoing Healthy Living, Mayor of Bogor, Bima Arya Invites Students to Routine Exercise Every Morning - https://t.co/1g5zsmJhRP"
Tue Oct 29 04:54:48 +0000 2019,"Wali Kota Bogor Lantik Dirut RSUD, Pejabat Struktural dan 61 KepalaÃ‚Â Sekolah https://t.co/ubuspyzxQR https://t.co/beOhQvPkdr","The Mayor of Bogor Appoints the Managing Director of the Regional Hospital, Structural Officials and 61 School Principals https://t.co/ubuspyzxQR https://t.co/beOhQvPkdr"
Thu Mar 08 05:12:42 +0000 2018,BPJS Kesehatan Cabang Kota Bogor Evaluasi Sistem Rujukan https://t.co/Fd531YeEhr,BPJS Kesehatan Bogor City Branch Evaluation of Referral System https://t.co/Fd531YeEhr
Wed Mar 15 06:32:53 +0000 2017,Ã°ÂŸÂ˜Âª (with Karina at Rumah Sakit Umum Daerah Kota Bogor) Ã¢Â€Â” https://t.co/WDbEdPNlTO,Ã ° ÂŸÂ˜Âª (with Karina at Bogor City Regional General Hospital) Ã ¢ Â € Â ”https://t.co/WDbEdPNlTO
Wed Jul 12 10:53:12 +0000 2017,Speaker pengumuman di CL Kota-Bogor volumenya gila2an!! Bikin kuping sakit..Ã°ÂŸÂ˜Â©Ã°ÂŸÂ˜Â©@CommuterLine,The speaker announcement at CL Kota-Bogor is crazy volume !! Makes ears hurt ..Ã ° ÂŸÂ˜Â © Ã ° ÂŸÂ˜Â © @ CommuterLine
Sat May 04 15:20:21 +0000 2013,Kandidat Wali Kota Bogor Ikuti Pengasapan Cegah DBD http://t.co/xy6xPPyi4Y #seputarbogor,Candidates for Mayor of Bogor Participate in Fumigation to Prevent DHF http://t.co/xy6xPPyi4Y #seputarbogor
Thu Feb 18 07:45:06 +0000 2016,Nyari data ini susahnya kaya nyari apa tau Ã°ÂŸÂ˜Â‘Ã°ÂŸÂ˜Â©Ã°ÂŸÂ˜Â° (with tya at RSUD KOTA BOGOR) Ã¢Â€Â” https://t.co/OFbB2ybEpg,Looking for this data is difficult like looking for what you know Ã ° ÂŸÂ˜Â'Ã ° ÂŸÂ˜Â © Ã ° ÂŸÂ˜Â ° (with tya at RSUD KOTA BOGOR) Ã ¢ Â € Â ”https://t.co/OFbB2ybEpg
Sun Nov 27 23:53:11 +0000 2016,"Rayakan Milad Muhammadiyah, PDM Kota Bogor Gelar Jalan Sehat https://t.co/tT7uXWcGwf","Celebrating Muhammadiyah Anniversary, PDM of Bogor City Holds Healthy Walk https://t.co/tT7uXWcGwf"
Fri Oct 02 00:10:29 +0000 2015,"@PolresBogorKota kepada bapak polisi tolong menguraikan kemacetan di simpangan RSUD kota bogor,karna macet srkali sampai tidak jalan","@PolresBogorKota to the policeman please describe the congestion at the junction of the Bogor City Hospital, because the traffic jams are often not running"
Tue Sep 27 03:14:13 +0000 2016,Dua Jamaah Haji Kota Bogor Sakit https://t.co/KorXNfNMIl,Two Hajj Pilgrims for the City of Bogor are Sick https://t.co/KorXNfNMIl
Wed Oct 15 08:12:27 +0000 2014,RS karya Bhakti setelah jd RSUD Kota Bogor fasilitas radiologi spt koloni skope  jd ga ada. Ada apa ya??? Pa walkot @BimaAryaS,"Karya Bhakti Hospital after becoming Bogor City Hospital, radiology facilities such as colony scope also did not exist. What is it??? Pa walkot @BimaAryaS"
Thu Mar 03 15:35:51 +0000 2016,Astaga ! Pasien Harus MENUNGGU 6 Bulan Dioperasi di RSUD Kota Bogor https://t.co/aS8BMhq9bj via @TRIBUNnewsBogor https://t.co/QlWk5vHsjW,Jeez! Patients Have to Wait for 6 Months to be Operated at the Bogor City Hospital https://t.co/aS8BMhq9bj via @TRIBUNnewsBogor https://t.co/QlWk5vHsjW
