created_at,text,tweet_en
Sun Jan 29 15:25:22 +0000 2017,"Data Resmi Puskesmas di Kota Palembang Provinsi Sumatera Selatan Republik Indonesia, Lengkap dan Reliable https://t.co/oLpcOkizPJ","Official Data of Puskesmas in Palembang City, South Sumatra Province, Republic of Indonesia, Complete and Reliable https://t.co/oLpcOkizPJ"
Thu Sep 20 08:25:40 +0000 2018,"Kakankemenag Kota Palembang, H.Deni Priansyah, https://t.co/z8cIGId3Hh, M.Pd.I membuka kegiatan Re-Sosialisasi ImunÃ¢Â€Â¦ https://t.co/l9ZLwrREAc","Kakankemenag Kota Palembang, H. Deni Priansyah, https://t.co/z8cIGId3Hh, M.Pd.I opened the Immune Re-Socialization activityÃ ¢ Â € Â¦ https://t.co/l9ZLwrREAc"
Fri Feb 03 18:15:25 +0000 2017,"Info Lengkap Apotek di Kota Palembang Provinsi Sumatera Selatan Republik Indonesia, Valid dan Reliable https://t.co/3E60NfKFLN","Complete Info on Pharmacies in Palembang City, South Sumatra Province, Republic of Indonesia, Valid and Reliable https://t.co/3E60NfKFLN"
Wed Jul 03 19:02:47 +0000 2019,I just published Jual Obat Aborsi di Palembang Tlp/wa: 0821Ã¢Â€Â“4451Ã¢Â€Â“1515 | Apotik Cytotec Kota Palembang https://t.co/Lm9lGQ9koD,"I just published Selling Abortion Medicines in Palembang Phone / wa: 0821Ã ¢ Â € Â “4451Ã ¢ Â € Â“ 1515 | Cytotec Pharmacy, Palembang City https://t.co/Lm9lGQ9koD"
Tue Aug 13 03:44:01 +0000 2019,"Imunisasi Campak MIN 2 Kota palembang, dari Dinas kesehatan dan puskesmas pakjo (13/08)","Measles Immunization MIN 2 Palembang City, from the Health Office and Pakjo Community Health Center (13/08)"
Sun Nov 29 04:28:26 +0000 2020,Ambulans Kecamatan Sungai Serut Kota Bengkulu kembali mengantar warga sakit. Kali ini Hendri yang diagnosa sakit stÃ¢Â€Â¦ https://t.co/2Zx5GjQ0fN,"The Ambulance in Sungai Serut District, Bengkulu City, returned to escort the sick. This time, Hendri was diagnosed with stÃ ¢ Â € Â¦ https://t.co/2Zx5GjQ0fN"
Fri Dec 07 05:25:55 +0000 2018,MI Daarul Aitam Sabet Juara 3 Sekolah Sehat Se Kota Palembang https://t.co/XidanKJ72r https://t.co/HLtq3HRpZ8,MI Daarul Aitam Wins 3rd Place in Healthy Schools in Palembang https://t.co/XidanKJ72r https://t.co/HLtq3HRpZ8
Tue May 07 09:23:26 +0000 2019,dan manfaat Haul &amp; Ziarah Kubra ini secara zhahir menjadi destinasi wisata religi yang akan ters membumi di Kota PaÃ¢Â€Â¦ https://t.co/WJE4nEngUp,and the benefits of Haul & amp; This Kubra pilgrimage will eventually become a religious tourism destination that will be grounded in the City of PaÃ ¢ Â € Â¦ https://t.co/WJE4nEngUp
Tue May 07 09:53:45 +0000 2019,dan manfaat Haul dan Ziarah Kubra ini secara zhahir menjadi destinasi wisata religi yang akan terus membumi di KotaÃ¢Â€Â¦ https://t.co/y2KGCLoHfh,and the benefits of Haul and Kubra Pilgrimage will eventually become a religious tourism destination that will continue to be grounded in the CityÃ ¢ Â € Â¦ https://t.co/y2KGCLoHfh
Tue Aug 22 14:24:36 +0000 2017,Pemerintah Kota Palembang Pastikan Hewan Qurban Bebas Penyakit https://t.co/bjImOusq25 https://t.co/1BRDaGuDgO,Palembang City Government Ensures Sacrificial Animals Are Disease Free https://t.co/bjImOusq25 https://t.co/1BRDaGuDgO
Wed Feb 01 10:43:11 +0000 2017,"Data Resmi Puskesmas di Kota Palembang Provinsi Sumatera Selatan Republik Indonesia, Lengkap dan Reliable https://t.co/q4y2qVlu4j","Official Data of Puskesmas in Palembang City, South Sumatra Province, Republic of Indonesia, Complete and Reliable https://t.co/q4y2qVlu4j"
Sun Mar 31 00:57:42 +0000 2019,Ini bukan Kampanye 02 hanya Jalan sehat di kota Palembang. Inilah kenyataan yang harus dihadapi oleh 01.Ã¢Â€Â¦ https://t.co/WdD7aCdRs6,This is not Campaign 02 just Healthy Walk in Palembang city. This is the reality that must be faced by 01.Ã ¢ Â € Â¦ https://t.co/WdD7aCdRs6
Fri Jan 17 16:46:36 +0000 2014,Dinkes Palembang alokasikan dana kesehatan gratis: Dinas Kesehatan Kota Palembang tetap mengalokasikan dana pa... http://t.co/0OjIcCd16U,Palembang Health Office allocates free health funds: Palembang City Health Office continues to allocate funds for ... http://t.co/0OjIcCd16U
Thu Oct 29 05:13:29 +0000 2015,"BMKG: Kualitas Udara Palembang Tidak Sehat: Kualitas udara di Kota Palembang, Sumatera Selatan mulai membaik, ... https://t.co/MXd1qPwwXp","BMKG: Palembang Air Quality is Unhealthy: Air quality in Palembang City, South Sumatra is starting to improve, ... https://t.co/MXd1qPwwXp"
Tue Feb 10 07:04:43 +0000 2015,"Sumsel - Tak Profesional, Rumah Sakit Berurusan Dengan DPRD Kota Palembang: Pengaduan masyarakat dan ketidakpu... http://t.co/HSA08vsxZE","South Sumatra - Unprofessional, Hospital Dealing With Palembang City DPRD: Public complaints and dissatisfaction ... http://t.co/HSA08vsxZE"
Sat Sep 07 10:00:04 +0000 2019,"Dilansir dari Palembang Pos pada Sabtu, 7 September 2019. DPMPTSP Kota Palembang Pertama di Indonesia Terapkan ValiÃ¢Â€Â¦ https://t.co/wa219EpneR","Reporting from Palembang Pos on Saturday, September 7 2019. The First Palembang City DPMPTSP Implemented ValiÃ ¢ Â € Â¦ https://t.co/wa219EpneR"
Tue Sep 08 01:11:51 +0000 2015,Kota Palembang Diproyeksikan Jadi Kota Sehat ~~&gt;  https://t.co/yy5VcVrMUU,The City of Palembang is Projected to be a Healthy City ~~ & gt; https://t.co/yy5VcVrMUU
Thu Jul 17 09:20:27 +0000 2014,"Mengaku Sakit, Istri Muda Wali Kota Palembang Batal Diperiksa http://t.co/ulBCwbqEA3","Confessing to be sick, the young wife of the mayor of Palembang City cancels the examination http://t.co/ulBCwbqEA3"
Wed Jan 03 13:20:00 +0000 2018,Alamat Jadwal Praktek Dokter Kandungan Kota Palembang lengkap dengan telepon https://t.co/qA5fDvhaKo https://t.co/cMbfA9ewEe,Address of the Palembang City Gynecologist's Practice Schedule complete by telephone https://t.co/qA5fDvhaKo https://t.co/cMbfA9ewEe
Mon Sep 16 04:46:38 +0000 2019,Kota Palembang dan sekitarnya diselimuti kabut asap dampak dari kebakaran hutan dan lahan. BMKG menyebut ada jam-jaÃ¢Â€Â¦ https://t.co/91sQzQFuGQ,Palembang City and its surroundings are shrouded in smog due to forest and land fires. BMKG says there are jam-jamÃ ¢ Â € Â¦ https://t.co/91sQzQFuGQ
Tue Oct 30 09:54:23 +0000 2018,Harno sebut APBD kota Palembang tergolong sehat https://t.co/1yTay3MASX,Harno calls the Palembang city budget healthy https://t.co/1yTay3MASX
Sun Feb 05 12:33:06 +0000 2017,Daftar Rumah Sakit di Kota Palembang Provinsi Sumatera Selatan https://t.co/Pdio1khtD2,"List of Hospitals in Palembang City, South Sumatra Province https://t.co/Pdio1khtD2"
Wed Feb 03 18:21:46 +0000 2016,Anak-anak di Kota Palembang Mulai Terjangkit Demam Berdarah https://t.co/5aazFw1XIE #beritanegara,Children in Palembang City Start to Have Dengue Fever https://t.co/5aazFw1XIE #beritanegara
Mon Sep 16 04:47:53 +0000 2019,Kondisi Udara Kota Palembang Tidak Sehat Berdasarkan Dari Data Air Visual #RRI #IndonesiaBertoleransi https://t.co/epTUEKTZYV,Palembang City Air Condition is Unhealthy Based on Air Visual Data #RRI #IndonesiaBertoleransi https://t.co/epTUEKTZYV
Fri Jun 05 03:41:25 +0000 2015,"Puskesmas Akan Terapkan SIA: Kepala Dinas Kesehatan Kota Palembang Anton Suwindro mengatakan, pihaknya akan me... http://t.co/xCTrgFcnUa",Puskesmas Will Implement SIA: Head of Palembang City Health Office Anton Suwindro said his party would ... http://t.co/xCTrgFcnUa
Mon Sep 16 06:15:00 +0000 2019,"Dampak Karhutla, Kualitas Udara Kota Palembang Sangat Tidak Sehat https://t.co/BppaXt3zxo","The impact of forest and land fires, the air quality of Palembang City is very unhealthy https://t.co/BppaXt3zxo"
Sun Nov 29 14:10:04 +0000 2020,Rehab sedang berat Puskesmas 11 Ilir Dinas Kesehatan Kota Palembang https://t.co/oeUHESxePm,Rehab is being heavy Puskesmas 11 Ilir Palembang City Health Office https://t.co/oeUHESxePm
Tue May 14 02:14:04 +0000 2019,"Ã£Â€ÂŠ PALEMBANG Ã£Â€Â‹.Ã°ÂŸÂ”Â° Jadwal Kajian Kota Palembang Ã°ÂŸÂ”Â°.Ã°ÂŸÂ“Â† Selasa, 9 Ramadan 1440 H | 14 Mei 2019 M.Ã°ÂŸÂ•ÂŒ Masjid Ar-Razzaq,Ã¢Â€Â¦ https://t.co/EzkRzBHplP","Ã £ Â € ÂŠ PALEMBANG Ã £ Â € ‹.Ã ° ÂŸÂ” Â ° Palembang City Study Schedule Ã ° ÂŸÂ ”Â ° .Ã ° ÂŸÂ“ Â † Tuesday, 9 Ramadan 1440 H | 14 May 2019 M.Ã ° ÂŸÂ • ÂŒ Masjid Ar-Razzaq, Ã ¢ Â € Â¦ https://t.co/EzkRzBHplP"
Wed Feb 03 18:09:00 +0000 2016,Anak-anak di Kota Palembang Mulai Terjangkit Demam Berdarah https://t.co/vD1f46jI0A,Children in Palembang City Start to Have Dengue Fever https://t.co/vD1f46jI0A
Wed Nov 27 14:07:21 +0000 2019,Harnojoyo Ajak Kader Lingkungan Sehat (LKS) Jaga Kebersihan Kota Palembang https://t.co/KlLrMZ6dyo,Harnojoyo Invites Healthy Environment Cadres (LKS) to Maintain the Cleanliness of Palembang City https://t.co/KlLrMZ6dyo
Thu Nov 29 05:30:40 +0000 2018,"Mamah sholat zuhur,  trus mamah brucap syukur bs sholat disini,  hmmm dger nya hati ku pngen netes,  mamah sehat trÃ¢Â€Â¦ https://t.co/Sw028Lpapp","Mamah pray noon, then you can say thank you can pray here, hmmm, my heart is clean, mom is healthy, trÃ ¢ Â € Â¦ https://t.co/Sw028Lpapp"
Sun Jul 26 02:26:56 +0000 2015,"Rumah sakit di Palembang penuh seusai lebaran: Sejumlah rumah sakit di Kota Palembang, Sumatera Selatan penuh ... http://t.co/nH0IL8fjac","Hospitals in Palembang full after Eid: A number of hospitals in Palembang City, South Sumatra are full ... http://t.co/nH0IL8fjac"
Thu Jul 17 09:12:28 +0000 2014,"News Update: Mengaku Sakit, Istri Muda Wali Kota Palembang Batal Diperiksa http://t.co/FgWYbpKQ36","News Update: Confessing to be Sick, the Young Wife of the Mayor of Palembang City Cancels http://t.co/FgWYbpKQ36"
Wed Feb 20 04:31:20 +0000 2019,"Dendam karena sakit hati, pelaku menganiaya satu keluarga di Kota Palembang, Sumatra Selatan. #PatroliIndosiar https://t.co/gedh0SgtxS","Revenge for being hurt, the perpetrator persecuted a family in Palembang City, South Sumatra. #PatroliIndosiar https://t.co/gedh0SgtxS"
Fri Dec 07 04:10:14 +0000 2018,Jumat (07/11) - Pembinaan posyandu mawar kelurahan 1 ilir oleh tim pengerak pkk kota palembang...Cc : Walikota PÃ¢Â€Â¦ https://t.co/wm9jH7sI2N,Friday (07/11) - Development of posyandu Mawar Kelurahan 1 Ilir by the pengerak team of Palembang City Pkk ... Cc: Mayor PÃ ¢ Â € Â¦ https://t.co/wm9jH7sI2N
Sun Jan 26 23:54:10 +0000 2020,FKTP Kota Palembang Terapkan Sistem Antrian Elektronik yang terhubung dengan Mobile JKN https://t.co/wU0lB2Mw0d,Palembang City FKTP Implements an Electronic Queuing System connected to Mobile JKN https://t.co/wU0lB2Mw0d
Fri Nov 30 10:46:36 +0000 2018,"Hy guys yuk berbagi darah,datang dan bergabunglah!! Yang akan dilaksanakan di Rs Pelabuhan Palembang pada hr seninÃ¢Â€Â¦ https://t.co/WhUgEaMzjZ","Hy guys, let's share blood, come and join !! Which will be held at Rs Pelabuhan Palembang on Monday ¢ Â € Â¦ https://t.co/WhUgEaMzjZ"
Sun Aug 12 01:47:15 +0000 2018,"Antusiasme peserta jalan sehat Semarak Asian Games 2018 dari sekitar 15.000 siswa-siswi, guru dan kepala sekolah daÃ¢Â€Â¦ https://t.co/R5nNdySHL9","Enthusiasm of participants of the 2018 Asian Games lively healthy walk from around 15,000 students, teachers and school principals daÃ ¢ Â € Â¦ https://t.co/R5nNdySHL9"
Sat Mar 16 01:12:14 +0000 2019,Tak kenyang maka tak sehat.Maka dari itu khusus Beeners dan Emboolers yang ada di kota palembang..PROMOBUY 1 GEÃ¢Â€Â¦ https://t.co/XdbmrZste5,"Not full, it's not healthy. That's why Beeners and Emboolers in Palembang city..PROMOBUY 1 GEÃ ¢ Â € Â¦ https://t.co/XdbmrZste5"
Mon Sep 07 09:19:05 +0000 2015,"Bersama kota Pagaralam, Palembang menjadi kota yang diusulkan oleh Pemprov Sumsel untuk... http://t.co/mKysDYPx7r http://t.co/9bSSYpiglm","Together with the city of Pagaralam, Palembang is the city proposed by the South Sumatra Provincial Government to ... http://t.co/mKysDYPx7r http://t.co/9bSSYpiglm"
Thu Jul 17 09:17:04 +0000 2014,"Mengaku Sakit, Istri Muda Wali Kota Palembang Batal Diperiksa: Pemeriksaan terhadap Liza dijadwal ulang pada S... http://t.co/DgAZcHwKBa","Confessing to be sick, the young wife of the Mayor of Palembang cancels Examination: Liza's examination was rescheduled to S ... http://t.co/DgAZcHwKBa"
Tue Sep 02 13:11:51 +0000 2014,Sumsel - ISPA Masih Mendominasi Masyarakat Kota Palembang: Keberadaan penyakit Infeksi Saluran Pernapasan Akut... http://t.co/WJVfs2OWe8,South Sumatra - ISPA Still Dominates Palembang City: Existence of Acute Respiratory Infections ... http://t.co/WJVfs2OWe8
Thu Jan 09 06:12:05 +0000 2014,Kantor BPJS Kota Palembang cc: @bw_tour @PalembangTweet @PalembangUpdate http://t.co/pwxtGxogeh,Palembang City BPJS office cc: @bw_tour @PalembangTweet @PalembangUpdate http://t.co/pwxtGxogeh
Wed Feb 01 03:04:42 +0000 2017,"Data Resmi Puskesmas di Kota Palembang Provinsi Sumatera Selatan Republik Indonesia, Lengkap dan Reliable https://t.co/674TgFjUF6","Official Data of Puskesmas in Palembang City, South Sumatra Province, Republic of Indonesia, Complete and Reliable https://t.co/674TgFjUF6"
Sun May 22 02:19:50 +0000 2016,#BeritaSumseL Harno : Terima Kasih Sripo - Tribun Telah Ajak Wargo Kota Palembang Jalan Sehat https://t.co/ZART452fqY,#BeritaSumseL Harno: Thank You Sripo - Tribun For Inviting Palembang City Wargo to Have a Healthy Walk https://t.co/ZART452fqY
Mon Jan 27 03:23:00 +0000 2020,FKTP Kota Palembang Terapkan Sistem Antrian Elektronik yang terhubung dengan Mobile JKN https://t.co/xNzPmNg3En #BPJSMelayani,Palembang City FKTP Implements an Electronic Queuing System connected to Mobile JKN https://t.co/xNzPmNg3En #BPJSMelayani
Thu Sep 05 14:23:18 +0000 2019,"Karhutlah Meluas, Dinkes Bagikan Masker Kepelajar Kota Palembang https://t.co/rEeG9LuAUX","Forestry Widespread, Health Office Distributes Palembang Student Masks https://t.co/rEeG9LuAUX"
Fri Oct 09 05:23:04 +0000 2015,Makan Siang Depan Dinkes Kota Palembang Bandar Narkoba di Ringkus http://t.co/q2gnBorfj4 http://t.co/tjT1DS6fpc,Lunch at the Palembang City Health Office Bandar Narcotics at Ringkus http://t.co/q2gnBorfj4 http://t.co/tjT1DS6fpc
Thu Apr 04 09:52:15 +0000 2013,KARTU PALEMBANG SEHAT: KARTU PALEMBANG SEHAT. Ã‚Â Pemerintah Kota Palembang meluncurkan Kartu Palembang Sehat di ... http://t.co/ZGSQEe2hl4,PALEMBANG SEHAT CARD: PALEMBANG HEALTHY CARD. Ã‚Â The Palembang City Government launched the Palembang Sehat Card at ... http://t.co/ZGSQEe2hl4
Fri Mar 01 17:03:56 +0000 2019,"Cegah DBD, Palembang Terjunkan 10 Ribu Ikan Cupang: Dinas Kesehatan Kota PalembangÃ¢Â€Â¦ https://t.co/vCzOOZOsnM","Prevent dengue fever, Palembang sends 10 thousand betta fish: Palembang City Health OfficeÃ ¢ Â € Â¦ https://t.co/vCzOOZOsnM"
Sun Jul 26 02:10:59 +0000 2015,"Rumah sakit di Palembang penuh seusai lebaran: Sejumlah rumah sakit di Kota Palembang, Sumatera Selatan penuh ... http://t.co/vtaVQuvBZG","Hospitals in Palembang full after Eid: A number of hospitals in Palembang City, South Sumatra are full ... http://t.co/vtaVQuvBZG"
Sun Jan 28 18:07:57 +0000 2018,"Kamu selalu cantik,sama seperti senja kota palembang,kamu cantik :)) Semoga kamu selalu sehat Ã¢Â€Â¦ Ã¢Â€Â” Aduh terimakasih  https://t.co/H3QfwEsRci","You are always beautiful, just like the twilight of Palembang city, you are beautiful :)) Hopefully you are always healthy Ã ¢ Â € Â¦ Ã ¢ Â € Â ”Ouch, thank you https://t.co/H3QfwEsRci"
Thu Oct 11 08:52:51 +0000 2018,LATEPOST SAHABAT HGI DAN MITRA SEHAT.......  Sosialisasi Produk SOMAN Di Kegiatan Posyandu Di Rumah Warga KecamataÃ¢Â€Â¦ https://t.co/efO7x9lY9u,HGI SAHABAT LATEPOST AND HEALTHY PARTNERS ....... SOMAN Product Socialization at Posyandu Activities at the Homes of Kecamata ResidentsÃ ¢ Â € Â¦ https://t.co/efO7x9lY9u
Wed Oct 25 11:22:22 +0000 2017,Pembukaan Rapat Koordinasi Dinas Kesehatan Kota Palembang dengan Rumah Sakit Pemerintah danÃ¢Â€Â¦ https://t.co/fhUQtKw5h5,Opening of the Coordination Meeting of the Palembang City Health Office with Government Hospitals andÃ ¢ Â € Â¦ https://t.co/fhUQtKw5h5
Mon Feb 09 09:40:10 +0000 2015,"Pantawan Trijaya Penyakit Demam Berdarah Dengue (DBD) di Kota Palembang harus sangat diwaspadai. Pasalnya, hingga... http://t.co/mdui0XQfZ3","Pantawan Trijaya Dengue Hemorrhagic Fever (DHF) in Palembang City must be very vigilant. The reason is, until ... http://t.co/mdui0XQfZ3"
Tue Jul 23 08:52:30 +0000 2019,Bersama pemerintah .@FAO melakukan joint monitoring uji coba lapang utk proyek pengembangan pakan mandiri di Kab. BÃ¢Â€Â¦ https://t.co/0YYRn9PUr1,Together with the government. @ FAO conducted joint field trial monitoring for an independent feed development project in Kab. BÃ ¢ Â € Â¦ https://t.co/0YYRn9PUr1
Tue Feb 09 16:35:04 +0000 2016,"70 Persen Pasien DBD Anak-anak: Palembang, BP Sejumlah rumah sakit di kota Palembang terus didatangi pasien de... https://t.co/qJ3iqo0tJf","70 Percent of DHF Patients are Children: Palembang, BP A number of hospitals in the city of Palembang continue to be visited by patients with ... https://t.co/qJ3iqo0tJf"
Fri Jan 25 14:04:48 +0000 2019,Selamat Hari Gizi Nasional.  Mudah-mudahan seluruh rakyat Indonesia tercukupi gizinya dan merata disetiap daerah khÃ¢Â€Â¦ https://t.co/roblDCPaw6,Happy National Nutrition Day. Hopefully all the people of Indonesia have adequate nutrition and are evenly distributed in every region especially https://t.co/roblDCPaw6
Sun Mar 03 01:39:26 +0000 2019,"Ketika @rockygerung ""TIBAH"" di Kota Palembang. Welcome Pahlawan Manusia Berakal dan Simbol Akal Sehat Jernih nan JuÃ¢Â€Â¦ https://t.co/rtt3gIFDjw","When @rockygerung ""TIBAH"" in Palembang City. Welcome the Hero of Human Sensible and Symbol of Clear and Juven Common Sense ¢ Â € Â¦ https://t.co/rtt3gIFDjw"
Fri Oct 19 01:08:30 +0000 2018,"Senam Sehat kankemenag Kota Palembang, Jumat (19/10) (Foto: Fd) https://t.co/za2HXaoHan","Healthy Gymnastics Ministry of Religion of Palembang City, Friday (19/10) (Photo: Fd) https://t.co/za2HXaoHan"
Fri Jan 04 02:42:31 +0000 2019,Kakankemenag Kota Palembang mengadakan Rapat Koordinasi dan Pengambilan Kupon Jalan Sehat Kerukunan bertempat di auÃ¢Â€Â¦ https://t.co/vaFTtSE4t5,Kakankemenag Kota Palembang held a Coordination Meeting and Collection of Healthy Walk Coupons Harmony at auÃ ​​¢ Â € Â¦ https://t.co/vaFTtSE4t5
Sat May 11 00:14:33 +0000 2019,Ã£Â€ÂŠ PALEMBANG Ã£Â€Â‹.Ã°ÂŸÂ”Â° Jadwal Kajian Kota Palembang Ã°ÂŸÂ”Â°,Ã £ Â € ÂŠ PALEMBANG Ã £ Â € ‹.Ã ° ÂŸÂ” Â ° Palembang City Study Schedule Ã ° ÂŸÂ ”Â °
Fri Jan 12 01:42:38 +0000 2018,Bisnis Herbal Boyke Online Dokter Di Kota Palembang https://t.co/iEg14rKKnd https://t.co/UyHcEvF6U1,Boyke Herbal Business Online Doctor in Palembang City https://t.co/iEg14rKKnd https://t.co/UyHcEvF6U1
Sun Nov 08 12:53:12 +0000 2015,Retweeted Earth Hour Indonesia (@EHindonesia): Kualitas udara Kota Palembang msih sangat tdk sehat ! Trs berAKSI... https://t.co/dBmQZ0G2mt,Retweeted Earth Hour Indonesia (@EHindonesia): The air quality of Palembang City is still very unhealthy! Trs in action ... https://t.co/dBmQZ0G2mt
Thu Sep 05 13:38:56 +0000 2019,"Karhutlah Meluas, Dinkes Bagikan Masker Kepelajar Kota Palembang https://t.co/kxQ3NBT46I","Forestry Widespread, Health Office Distributes Palembang Student Masks https://t.co/kxQ3NBT46I"
Thu Nov 30 04:32:06 +0000 2017,"Pemerintah Kota Palembang meraih penghargaan ""Swasti Saba Wiwerda""  tingkat nasional untuk kategori kota sehat yangÃ¢Â€Â¦ https://t.co/G2vFvT1jlD","The government of Palembang City won the national level ""Swasti Saba Wiwerda"" award for the category of healthy city which isÃ ¢ Â € Â¦ https://t.co/G2vFvT1jlD"
Tue Oct 06 08:32:47 +0000 2015,Palembang - Palembang luncurkan Kartu Indonesia Sehat: Pemerintah Kota Palembang meluncurkan program Kartu Ind... http://t.co/WBWJZFJ0wE,Palembang - Palembang launches the Healthy Indonesia Card: The Palembang City Government launched the Ind ... http://t.co/WBWJZFJ0wE
Fri Apr 17 13:07:01 +0000 2020,"@Drupadi91 @anischairunis @dayatia Tinggal persebarannya yg belum merata. Di tempat saya sini, dokter spesialis bisÃ¢Â€Â¦ https://t.co/UsTPVv5Fsf","@ Drupadi91 @anischairunis @dayatia Live the distribution is not evenly distributed. Where I am here, doctor specialist bisÃ ¢ Â € Â¦ https://t.co/UsTPVv5Fsf"
Mon Aug 22 02:16:42 +0000 2016,[Suasana antrian BPJS Kesehatan di salah satu rumah sakit di kota palembang - Sengaja ga disebutÃ¢Â€Â¦ https://t.co/Gg2cF8zMYZ,[BPJS Kesehatan queue atmosphere at a hospital in Palembang City - Intentionally not mentionedÃ ¢ Â € Â¦ https://t.co/Gg2cF8zMYZ
Tue May 07 09:47:35 +0000 2019,dan manfaat Haul dan Ziarah Kubra ini scara zhahir menjadi destinasi wisata religi yg akan terus mmbumi di Kota PalÃ¢Â€Â¦ https://t.co/doPGAbkqoB,and the benefits of Haul and Kubra Pilgrimage are now a religious tourism destination that will continue to be native to the City of PalÃ ¢ Â € Â¦ https://t.co/doPGAbkqoB
Sun Jul 26 02:18:15 +0000 2015,"Rumah sakit di Palembang penuh seusai lebaran: Sejumlah rumah sakit di Kota Palembang, Sumatera Selatan penuh ... http://t.co/IrYNSxcIRe","Hospitals in Palembang full after Eid: A number of hospitals in Palembang City, South Sumatra are full ... http://t.co/IrYNSxcIRe"
Mon Nov 07 07:40:02 +0000 2016,"Menyapa Langsung Para Lansia Binaan di kota Palembang Palembang, senior manager Cita Sehat Dwi Endah, MPH... https://t.co/zGjn2VFCXx","Greeting the Fostered Elderly in Palembang City, Palembang, senior manager of Cita Sehat Dwi Endah, MPH ... https://t.co/zGjn2VFCXx"
