,created_at,text,Subjectivity,Polarity,Sentiment
10,Wed Feb 04 13:21:11 +0000 2015,"Dinas Kesehatan Kota Pekanbaru, Provinsi Riau,  mengatakan pola hidup yang tidak sehat serta suka mengkonsumsi... ",0.7,-0.4,Negative
11,Thu May 31 19:48:32 +0000 2018,"Vidio: Penyakit Kota Pekanbaru Metropolitan Madani,  Hujan Sebentar Banjir, Warga: Bagai Mana mau Riau Madani ",0.0,0.0,Neutral
12,Fri Mar 24 04:16:07 +0000 2017,Realisasi Fisik RSUD Pekanbaru Sudah Capai 80 Persen: Bangunan Fisik Rumah Sakit Umum Daerah (RSUD) Kota PekanbaruÃ¢Â€Â¦ ,0.2619047619047619,0.016666666666666673,Positive
13,Fri Oct 23 04:11:46 +0000 2015,Posko Evakuasi Balita di Tiga Puskesmas: Pemerintah Kota Pekanbaru kembali mengaktifkan posko evakuasi Balita ... ,0.0,0.0,Neutral
14,Thu Apr 12 10:09:32 +0000 2018,Begini Cara Dinas Kesehatan Kota Pekanbaru Tangani Kasus Gizi Buruk  ,0.0,0.0,Neutral
15,Sun Apr 29 14:05:03 +0000 2018,"Jadi Salah Satu Penyakit Mematikan di Indonesia, Prodia Ajak Para Wanita di Kota Pekanbaru Lawan Kanker ServiksÃ¢Â€Â¦ ",0.625,0.125,Positive
16,Thu Nov 20 13:31:53 +0000 2014,"Pekanbaru siagakan Puskesmas antisipasi banjir: Dinas Kesehatan Kota Pekanbaru, Provinsi Riau, telah menyiagak... ",0.0,0.0,Neutral
17,Sat Sep 14 09:05:20 +0000 2019,UPDATE INFO KABUT ASAP RIAU Sejak mulai kamis (12/9) perhitungan ISPU di dua alat di titik Tenayan Raya dan PusatÃ¢Â€Â¦ ,0.1,0.0,Neutral
18,Tue Jan 30 17:02:15 +0000 2018,Foging Bukan Solusi Kurangi Populasi Nyamuk DBD: Dinas Kesehatan (Diskes) Kota Pekanbaru mengatakan foging bukanlahÃ¢Â€Â¦ ,0.0,0.0,Neutral
19,Thu Jul 14 17:38:00 +0000 2016,Cerita nya keliling kota pekanbaru Ã³Â¾ÂŒÂ³Ã³Â¾ÂÂ—Ã³Â¾ÂÂ—Ã³Â¾Â°Â™ W/t  calon ibu bidanÃ³Â¾ÂŒÂ³,0.0,0.0,Neutral
20,Wed Oct 04 16:33:05 +0000 2017,WaspadaÃ¢Â€Â¦ Rupanya Masih Banyak Obat dan Kosmetik Ilegal Dijual di Kota Pekanbaru  ,0.5,0.0,Neutral
21,Wed Apr 06 03:17:09 +0000 2016,Sebanyak 45 Peserta Ikuti Seleksi Kepala Puskesmas di Kota Pekanbaru  ,0.75,0.0,Neutral
22,Tue Dec 24 05:20:25 +0000 2013,"Cc :  ""_Pekanbaru: Adit, Bocah Korban Penganiayaan Juga Alami Kekurangan Gizi  - GoRiaudotcom""",0.05,-0.07500000000000001,Negative
23,Tue Sep 24 02:32:41 +0000 2019,Relawan MDMC Kota Pekanbaru salurakan masker n95 ke posko Rumah Evakuasi Korban Bencana Asap di Klinik Pratama UMRIÃ¢Â€Â¦ ,0.5,0.4,Positive
24,Tue Apr 24 11:11:58 +0000 2018,RSUD Tengku Rafian Siak Menuju Akreditasi SNARS  ,0.0,0.0,Neutral
25,Wed Feb 06 12:18:42 +0000 2013,"_Pekanbaru mlm2 cari cemilan sehat enaknya ke susu kdle segar alami sbrng plz.telkom sudirman,ditunggu y tweepss..",0.6,0.47500000000000003,Positive
26,Fri Aug 30 08:51:35 +0000 2013,"Cuaca Di Pekanbaru Tidak Sehat Akibat Kabut Asap: Pekanbaru, Riau Kualitas udara di kota Pekanbaru, Riau semak... ",0.5375,-0.2625,Negative
27,Tue Mar 11 23:01:08 +0000 2014,"Pekanbaru KLB penyakit akibat asap: Kota Pekanbaru, Provinsi Riau, kini tercatat berada dalam Kejadian Luar Biasa (KLB) yang warganya...",1.0,0.3333333333333333,Positive
28,Thu Oct 01 02:36:35 +0000 2020," Hai Sahabat. dapat kami informasikan untuk Kota Pekanbaru, Sahabat dapat menukarkan vouchernya di LaÃ¢Â€Â¦ ",0.0,0.0,Neutral
29,Thu May 21 05:55:13 +0000 2015,"Perawat bukan dirumah sakit atau klinik, dialam juga. Temanya merawat alam hari ni  perumahan,pemukiman dan cipta karya kota pekanbaru",0.0,0.0,Neutral
30,Sat Oct 12 10:40:53 +0000 2013,"RTRW Kota Pekanbaru Belum Disahkan, Pembangunan Pesat Terus:  Riau Pos Online-Pembangunan bidan...  (Via Riaupos)",0.0,0.0,Neutral
31,Mon Nov 16 07:49:40 +0000 2015,"Diskes Pekanbaru Diminta Aktif Cegah DBD: Peralihan musim seperti yang terjadi di Kota Pekanbaru saat ini, san... ",0.55,-0.06666666666666667,Negative
32,Wed Feb 25 01:30:05 +0000 2015,TuitPekanbaru Wali Kota Pekanbaru Belum Ada Nyatakan KLB Demam Berdarah Pekanbaru Tuit,0.0,0.0,Neutral
33,Fri Aug 30 08:23:35 +0000 2013,"Cuaca Di Pekanbaru Tidak Sehat Akibat Kabut Asap: Pekanbaru, Riau Kualitas udara di kota Pekanbaru, Riau semak... ",0.4375,-0.1875,Negative
34,Sat Feb 27 05:02:16 +0000 2016,KabarPP Jalan Sehat Jelang Musyda Ke-11 Muhammadiyah dan 'Aisyiyah Kota Pekanbaru ,0.5,0.5,Positive
35,Mon Feb 06 17:52:22 +0000 2017,"Data Resmi Puskesmas di Kota Pekanbaru Provinsi Riau Republik Indonesia, Lengkap dan Reliable ",0.4,0.1,Positive
36,Wed Sep 16 13:28:33 +0000 2015,"Di saatÃ‚Â  warga banyak yang sakit, eh Wali Kota Pekanbaru, Firdaus MT tetap melanjutkan kunker ke Tiongkok. ",0.6785714285714286,-0.10714285714285715,Negative
37,Fri Feb 03 08:11:00 +0000 2017,"Data Resmi Puskesmas di Kota Pekanbaru Provinsi Riau Republik Indonesia, Lengkap dan Reliable ",0.4,0.1,Positive
38,Tue Apr 16 01:30:22 +0000 2019,"Sebanyak dua pasien yang dirawat di Rumah Sakit Jiwa Tampan, Kota Pekanbaru, Riau, sudah mengantongi undangan untukÃ¢Â€Â¦ ",0.475,-0.05,Negative
39,Wed Sep 17 10:18:19 +0000 2014,"Sama kyk Payakumbuh""_TV: Udara Kota Pekanbaru tak Sehat via _tv ",0.4125,-0.2,Negative
40,Mon Dec 07 15:20:26 +0000 2015,"berita Kelurahan Simpang Tiga, Kecamatan Bukit Raya mewakili kota Pekanbaru di Lomba Pola Hidup Bersih Sehat ... ",0.6000000000000001,0.43333333333333335,Positive
41,Fri Jul 10 18:35:30 +0000 2015,Udara Kota Pekanbaru Mulai Tidak Sehat akibat Kabut Asap  ,0.5375,-0.2625,Negative
42,Tue Jan 30 06:22:24 +0000 2018,Agen Jual Obat Telat Bulan Cytotec Di Kota Pekanbaru || 081227677373 || Agen Jual Obat Penggugur Kandungan Di AreaÃ¢Â€Â¦ ,0.6,-0.3,Negative
43,Wed Jul 20 10:03:43 +0000 2016,"Mau sehat ? gampang dan praktis bisa dilakukan dirumah bersama ""Nikita Jogging"" cc _Pekanbaru ",0.6666666666666667,0.4666666666666667,Positive
44,Fri Jan 26 10:46:56 +0000 2018,"Walikota Pekanbaru DR.H.Firdaus,ST,MT Soft Opening RSUD Kota Pekanbaru ",0.35,0.1,Positive
45,Thu Nov 20 13:39:19 +0000 2014,"Feito_Tuta_Bueno'Ã¢Â™Â¥] Pekanbaru siagakan Puskesmas antisipasi banjir: Dinas Kesehatan Kota Pekanbaru, Pr...  Ã¢Â™Â¦Ã¢Â™Â¥",0.0,0.0,Neutral
46,Sun Oct 02 14:00:09 +0000 2016,  Kepala BPMKB Kota Pekanbaru Legalkan Pungutan di Posyandu ,0.0,0.0,Neutral
47,Tue Jun 12 01:27:07 +0000 2018,Dinas Kesehatan Kota Pekanbaru menerbitkan kebijakan operasional Pusat Kesehatan Masyarakat (Puskesmas) selama 24 jÃ¢Â€Â¦ ,0.08333333333333334,-0.05,Negative
48,Sun Dec 11 03:09:55 +0000 2016,"Selamat hari minggu ma, pa. Sehat terus ya inong among.Ã¢Â€Â¦ (w/ Mama &amp; Papa at Gereja HKBP Kota Pekanbaru) [pic] Ã¢Â€Â” ",0.8,0.75,Positive
49,Mon Apr 30 05:22:31 +0000 2018,"Jadi Salah Satu Penyakit Mematikan di Indonesia, Prodia Ajak Para Wanita di Kota Pekanbaru ... ",0.625,0.125,Positive
50,Fri Apr 28 17:48:06 +0000 2017,Penderita DBD di Kota Pekanbaru Terus Meningkat  ,0.0,0.0,Neutral
51,Thu Jun 30 14:19:38 +0000 2016,"Klaim Diskes Pekanbaru, Vaksin di 20 Puskesmas Kota Pekanbaru Aman Alias Tak Ada Yang Palsu ",0.75,0.0,Neutral
52,Thu Oct 08 01:19:45 +0000 2015,asap !! senam jalan terooooos biar sehatÃ°ÂŸÂ™Â†Ã°ÂŸÂ˜Â”Ã°ÂŸÂ˜Âª (at Kantor Dinas Pendapatan Daerah Kota Pekanbaru) [pic] Ã¢Â€Â” ,0.3,1.0,Positive
53,Mon Sep 26 07:28:46 +0000 2016,"Dokter Gigi Gadungan jadi Tersangka Tunggal, Polisi Selidiki Praktik Dokter Ilegal Lainnya di Kota Pekanbaru ",0.53125,-0.28125,Negative
54,Sat Nov 23 04:16:55 +0000 2013,Dinas terakhir Ã°ÂŸÂ’ÂƒÃ°ÂŸÂ™Â†Ã°ÂŸÂ˜Â˜ (at Puskesmas Limapuluh Kota Pekanbaru) Ã¢Â€Â” ,0.06666666666666667,0.0,Neutral
55,Tue Sep 03 16:00:18 +0000 2013,Opp yaa sehat yaa :) : _hidayat: Nikmati kerja malam di ujung kota pekanbaru,0.6666666666666666,0.4666666666666666,Positive
56,Tue Sep 17 00:41:12 +0000 2013,At Puskesmas Limapuluh Kota Pekanbaru Ã¢Â€Â” ,0.0,0.0,Neutral
57,Mon Jan 13 22:51:33 +0000 2020,Mohon konfirmasi BPJS di RS Jiwa di kota Pekanbaru untuk pengobatan jalan dllnya..dipungut bayaran Info dr RS..BPJSÃ¢Â€Â¦ ,0.2,-0.1,Negative
58,Fri Feb 19 09:08:19 +0000 2016,Wali Kota Pekanbaru: Status Kejadian Luar Biasa Demam Berdarah Belum Bisa Ditetapkan ,0.0,0.0,Neutral
59,Thu Aug 14 03:22:02 +0000 2014,Sakit loh Ã°ÂŸÂ˜Â‚Ã°ÂŸÂ˜Â‚Ã°ÂŸÂ˜Â‚ (at PM MUTU Kota Pekanbaru ) [pic] Ã¢Â€Â” ,0.8571428571428571,-0.7142857142857143,Negative
60,Fri Apr 03 08:30:06 +0000 2015,"Tak Ada Anggaran, 10 Mobil Ambulance Rusak Mangkrak di Dinkes Pekanbaru: Kepada Dinas kesehatan Kota Pekanbaru... ",0.0,0.0,Neutral
61,Tue Mar 11 21:56:20 +0000 2014,"Pekanbaru KLB penyakit akibat asap: Kota Pekanbaru, Provinsi Riau, kini tercatat berada dalam Kejadian Luar Bi... ",0.0,0.0,Neutral
62,Fri Feb 19 08:01:49 +0000 2016,Wako Pekanbaru Minta Jalankan Program 3 M untuk Atasi DBD: Wali Kota Pekanbaru DR Firdaus MT mengingatkan masy... ,0.06666666666666667,0.0,Neutral
63,Mon Jul 04 09:38:42 +0000 2016,"Selama Lebaran, RS dan Puskesmas Harus Standby 24 Jam: Puskesmas dan rumah sakit di Kota Pekanbaru, tetap mem... ",0.0,0.0,Neutral
64,Fri Oct 24 09:26:03 +0000 2014,"TuitPekanbaru 'Riau Punya 2 Ribu Dokter, Tapi Bertumpuk di Pusat Kota' Pekanbaru Tuit",0.1,-0.1,Negative
65,Thu Jan 03 00:13:01 +0000 2019,Pembunuhan Sadis di Siak Dipicu Sakit Hati Hanya Dibantu Rp 5 Juta untuk Nikah -  ,1.0,0.0,Neutral
66,Sat May 02 02:02:35 +0000 2015,"Selamat ulang tahun Pak _stmt Smg panjang umur, sehat sll &amp; memimpin kota Pekanbaru dg baik.",0.6333333333333333,0.4166666666666667,Positive
67,Mon Sep 21 00:12:47 +0000 2020,"Pasien Covid-19 Terus Bertambah, RS di Pekanbaru Kewalahan Obat dan Ruangan Penuh Rumah sakit rujukan penangananÃ¢Â€Â¦ ",0.55,0.35,Positive
68,Sun Dec 20 14:20:46 +0000 2020,"Ã°ÂŸÂ™Â""Ahmad S Udi, salah satu penyintas covid-19 dari kota Pekanbaru,Ã‚Â Riau.",0.0,0.0,Neutral
69,Fri Feb 09 08:35:12 +0000 2018,Pemerintah Kota Pekanbaru Berhasil Bangun lalu Resmikan Rumah Sakit Daerah untuk Warganya; Ibarat Mimpi Jadi Nyata ,0.8,0.55,Positive
70,Sun Oct 02 12:53:48 +0000 2016,"(TribunPekanbaru ) Warga Keluhkan Pungutan di Posyandu, Ini Tanggapan Kadiskes Kota Pekanbaru  BeritaRiau",0.0,0.0,Neutral
71,Wed Sep 26 04:45:20 +0000 2018,Penjual Obat Peninggi Badan Di Kota Pekanbaru Ã¢Â€Â“Ã‚Â Riau  ,0.0,0.0,Neutral
72,Thu Dec 19 01:21:14 +0000 2013,At Puskesmas Limapuluh Kota Pekanbaru Ã¢Â€Â” ,0.0,0.0,Neutral
73,Wed Dec 20 03:27:42 +0000 2017,Pelayanan RSUD Klas C Takkan Maksimal DPRD:  - Anggota DPRD Kota Pekanbaru Herwan NasriÃ¢Â€Â¦Ã¢Â€Â¦ ,0.0,0.0,Neutral
74,Sat Aug 31 10:19:22 +0000 2019,Penghentian kala itu merujuk pada penetapan status siaga darurat kabut asap di Kota Pekanbaru. CFD saat kabut asapÃ¢Â€Â¦ ,0.0,0.0,Neutral
75,Sun Oct 02 13:01:39 +0000 2016,"Warga Keluhkan Pungutan di Posyandu, Ini Tanggapan Kadiskes Kota Pekanbaru  (TribunPekanbaru)",0.0,0.0,Neutral
76,Sun Mar 09 03:16:26 +0000 2014,"Udara Pekanbaru sangat tidak sehat akibat asap: Kualitas udara di Kota Pekanbaru kini dalam status ""Sangat ...  RT",0.4583333333333333,-0.10833333333333334,Negative
77,Wed Aug 07 03:42:42 +0000 2019,PEKANBARU (HR)- Dinas Kesehatan Kota Pekanbaru menginstruksikan kepada pihak Puskesmas agar memaksimalkan layanan tÃ¢Â€Â¦ ,0.0,0.0,Neutral
78,Thu Nov 20 13:34:58 +0000 2014,"Pekanbaru siagakan Puskesmas antisipasi banjir: Dinas Kesehatan Kota Pekanbaru, Provinsi Riau, telah menyiagak... ",0.0,0.0,Neutral
79,Wed Sep 11 01:33:10 +0000 2019,"Sejak Juli hingga September 2019, kebakaran hutan dan lahan masih terjadi di Provinsi Riau. Kualitas udara di KotaÃ¢Â€Â¦ ",0.0,0.0,Neutral
80,Tue Apr 24 09:32:33 +0000 2018,RSUD Tengku Rafian Siak Menuju Akreditasi SNARS  ,0.0,0.0,Neutral
81,Mon Jul 07 01:01:57 +0000 2014,At Puskesmas Limapuluh Kota Pekanbaru Ã¢Â€Â” ,0.0,0.0,Neutral
82,Sun Jan 19 01:21:14 +0000 2014,"RSJ Pekanbaru Siapkan Belasan Kamar Tampung Caleg Depresi: Rumah Sakit Jiwa (RSJ) Tampan di Kota Pekanbaru, Ri... ",0.6,0.2,Positive
83,Wed Sep 17 13:58:03 +0000 2014,Udara Kota Pekanbaru tak Sehat via _tv ,0.7,-0.4,Negative
84,Thu Nov 20 15:00:05 +0000 2014,"berita Dinas Kesehatan Kota Pekanbaru, Provinsi Riau, telah menyiagakan seluruh puskesmas setempat untuk meng... ",0.0,0.0,Neutral
85,Fri Oct 11 00:38:34 +0000 2013,At Puskesmas Limapuluh Kota Pekanbaru Ã¢Â€Â” ,0.0,0.0,Neutral
86,Wed Nov 06 05:57:04 +0000 2019,50 Persen Lebih Peserta Mandiri di Kuansing Menunggak Bayar BPJS Kesehatan ,0.3125,0.25,Positive
87,Fri Jul 18 08:37:29 +0000 2014,Keluarga besar 50 (at Puskesmas Limapuluh Kota Pekanbaru) [pic] Ã¢Â€Â” ,0.42857142857142855,0.21428571428571427,Positive
88,Tue Jan 27 15:04:15 +0000 2015,"Pertama di Riau, Wali Kota Pekanbaru Launching Puskesmas se-Pekanbaru Resmi Gunakan Pola BLUD Melayani Pasien 24 Jam ",0.3333333333333333,0.25,Positive
89,Sun Feb 28 20:18:43 +0000 2016,"Pemko Lelang Jabatan Kapus, Dewan: Jangan Ada Dokter Impor: PEKANBARU-Kebijakan Pemerintah Kota Pekanbaru memb... ",0.0,0.0,Neutral
90,Thu Nov 20 13:50:52 +0000 2014,"Pekanbaru siagakan Puskesmas antisipasi banjir: Dinas Kesehatan Kota Pekanbaru, Provinsi Riau, telah menyiagakan seluruh puskesmas se...",0.0,0.0,Neutral
91,Thu May 10 12:32:00 +0000 2018,"Laki-laki Dominan Terserang DBD di Pekanbaru, Terbanyak Anak Usia Hingga 9 Tahun: Laki-laki mendominasi terserang pÃ¢Â€Â¦ ",0.45,0.2,Positive
92,Fri Aug 10 08:57:02 +0000 2018,Begini Kronologi Penangkapan Pelaku Pemerkosaan Bidan Desa di Ukui ,0.0,-0.05,Negative
93,Mon Feb 10 03:16:16 +0000 2014,Dinkes Pekanbaru Bagikan Ribuan Masker:  PEKANBARU -- Dinas Kesehatan Kota Pekanbaru mem... ,0.0,0.0,Neutral
94,Sat Oct 10 13:26:24 +0000 2015,"Indikator PM-10 di kota pekanbaru naik lagi jd 259.34 di level 'sangat tidak sehat'.. pdhl seharian td mulai menipis, akt. wrga sdh normal",0.692,-0.034000000000000016,Negative
95,Fri Aug 30 08:47:30 +0000 2013,"Cuaca Di Pekanbaru Tidak Sehat Akibat Kabut Asap: Pekanbaru, Riau Kualitas udara di kota Pekanbaru, Riau semak... ",0.5375,-0.2625,Negative
96,Fri Mar 07 14:00:40 +0000 2014,"Cowonya sakit jiwa -__-"" _Pekanbaru: Mahasiswi Ini Babak Belur Dipukul Pacar Pakai Senapan Angin  - TribunNews",0.8333333333333333,-0.5999999999999999,Negative
97,Wed Jul 18 15:57:39 +0000 2018,Dalam rangka HUT IBI ke 67Ã°ÂŸÂŽÂ‰  Pc Ikatan Bidan Indonesia (IBI) kota pekanbaruÃ°ÂŸÂ‘Â©Ã°ÂŸÂÂ»Ã¢Â€ÂÃ¢ÂšÂ•Ã¯Â¸Âharapan kami semoga urusan dalam meÃ¢Â€Â¦ ,0.0,0.0,Neutral
98,Sun Jun 11 11:00:08 +0000 2017,BPJS Ketenagakerjaan Kota Pekanbaru Bersama PKPU HI Riau Ajak Anak Yatim Belanja di Transmart ,0.0,0.0,Neutral
99,Mon Nov 09 03:23:03 +0000 2015, halo kak ayu... Pa kbr? Moga sehat selalu y kak... Kpn nich main ke kota pekanbaru? Ã°ÂŸÂ˜ÂŠ,0.5,0.5,Positive
100,Thu Nov 07 01:00:55 +0000 2013,At Puskesmas Limapuluh Kota Pekanbaru Ã¢Â€Â” ,0.0,0.0,Neutral
101,Tue Aug 20 01:35:12 +0000 2019,Assalamualaikum Gaaeeesss??? Bismillah… Direntalkan Mobil Tahun Tinggi dan Bebas Penyakit!!! Bagi teman sejawat dÃ¢Â€Â¦ ,0.6699999999999999,0.470625,Positive
102,Mon Mar 24 00:45:36 +0000 2014,At Puskesmas Limapuluh Kota Pekanbaru Ã¢Â€Â” ,0.0,0.0,Neutral
103,Thu May 22 01:00:52 +0000 2014,At Puskesmas Limapuluh Kota Pekanbaru Ã¢Â€Â” ,0.0,0.0,Neutral
104,Fri Jun 21 01:15:18 +0000 2013,"_Pekanbaru kabut asap, kualitas udara ga sehat",0.7,-0.4,Negative
105,Tue Apr 04 00:50:39 +0000 2017,"Promosi Doktor, Kemenag Kota Pekanbaru Syukuran  ",0.0,0.0,Neutral
106,Sat Sep 21 14:50:43 +0000 2019,Kualiatas udara kota pekanbaru update pukul 21.45 dalam level SANGAT TIDAK SEHAT menuju BERBAHAYA Ã°ÂŸÂ˜Â¢Ã°ÂŸÂ˜Â¢ Tetap semangatÃ¢Â€Â¦ ,0.905,-0.56,Negative
107,Fri Nov 13 16:34:58 +0000 2020,Rumah Sakit apung (RSA) Nusa Waluya II milik lembaga nirlaba Doctor Share memilih untuk segera meninggalkan Kota PeÃ¢Â€Â¦ ,0.0,0.0,Neutral
108,Tue Mar 11 22:24:11 +0000 2014,"Pekanbaru KLB penyakit akibat asap: Kota Pekanbaru, Provinsi Riau, kini tercatat berada dalam Kejadian Luar Bi... ",0.0,0.0,Neutral
109,Sat May 18 09:19:38 +0000 2019,"Sehat terus bapak. Alhamdulillah, semoga aktivitasnya di kota Pekanbaru berjalan dengan baik dan lancar. Aamiin Ã°ÂŸÂ˜ÂŠ ",0.5,0.45,Positive
110,Mon Feb 24 00:51:18 +0000 2014,"Anak sekolah diliburkan,libur juga ah (at Puskesmas Limapuluh Kota Pekanbaru) Ã¢Â€Â” ",0.1,-0.1,Negative
111,Fri Jan 23 09:23:25 +0000 2015,Puskesmas 24 Jam di Kota Pekanbaru Dinilai Belum Siap ,0.3,-0.1,Negative
112,Thu Nov 20 13:32:47 +0000 2014,"Pekanbaru siagakan Puskesmas antisipasi banjir: Dinas Kesehatan Kota Pekanbaru, Provinsi Riau, telah menyiagak... ",0.0,0.0,Neutral
113,Sat Sep 27 20:28:21 +0000 2014,RSUD Kota Pekanbaru Belum Ada  OpiniRiau,0.4,-0.2,Negative
114,Tue Nov 27 05:54:16 +0000 2018,I've just posted a new blog: Bidan Desa Bernama Christina Simamora Hadiri Seminar Bertaraf Internasional Di Kota PeÃ¢Â€Â¦ ,0.22727272727272727,0.06818181818181818,Positive
115,Wed Sep 21 10:23:34 +0000 2016,"Ditanya soal DBD, Kadiskes Kota Pekanbaru Malah ""Ngacir""  Riau ",0.0,0.0,Neutral
116,Fri Apr 26 10:28:09 +0000 2019," Angga Maulana (10 tahun), anak yatim piatu menderita sakit pembengkakan jantung.  Saat ini tinggal denganÃ¢Â€Â¦ ",0.4,0.0,Neutral
117,Tue Aug 28 02:11:04 +0000 2018,30 Persen Rumah Sakit di Riau Belum Miliki Layanan BPJS Kesehatan ,0.0,0.0,Neutral
118,Thu Nov 20 13:28:48 +0000 2014,"Pekanbaru siagakan Puskesmas antisipasi banjir: Dinas Kesehatan Kota Pekanbaru, Provinsi Riau, telah menyia...  RT",0.0,-0.2,Negative
119,Wed Mar 13 15:21:06 +0000 2019," saya bangga dengan jadi warga riau &amp; kota Pekanbaru khusus nya, semoga kemenangan nantinya kita bisa pÃ¢Â€Â¦ ",0.43333333333333335,0.44166666666666665,Positive
120,Mon Jan 30 22:48:29 +0000 2017,"Data Resmi Puskesmas di Kota Pekanbaru Provinsi Riau Republik Indonesia, Lengkap dan Reliable ",0.4,0.1,Positive
121,Tue Jun 23 07:54:33 +0000 2020,"Bendahara Camat Bukit Raya Positif Corona, Wali Kota Pekanbaru Perintahkan Dinkes Rapid Test Kepala BPKAD dan PegawÃ¢Â€Â¦ ",0.5454545454545454,0.22727272727272727,Positive
122,Fri Apr 05 03:26:47 +0000 2019,Inilah kepolosan dari Pasien Gangguan Jiwa saat ikut simulasi Pemilu ,0.2,-0.1,Negative
123,Fri Feb 09 06:34:10 +0000 2018,Pemerintah Kota Pekanbaru Berhasil Bangun lalu Resmikan Rumah Sakit Daerah untuk Warganya; Ibarat Mimpi Jadi Nyata ,0.8,0.55,Positive
124,Tue Apr 05 05:57:53 +0000 2016,"PPNI KOTA PEKANBARU GELAR KEGIATAN SEMINAR KESEHATAN: Pekanbaru, PPNI (Persatuan Perawat Nasional Indonesia) k... ",0.0,0.0,Neutral
125,Wed Oct 07 09:17:01 +0000 2015,Realisasi Pembangunan Fisik RSUD Kota Pekanbaru Capai 60 Persen ,0.14285714285714285,0.0,Neutral
126,Fri Sep 13 06:07:27 +0000 2019,"Gak muluk2, aku hanya minta doa dari kalian para mutualku supaya kota2 yang sedang dilanda kabut asap terutama kotaÃ¢Â€Â¦ ",1.0,0.0,Neutral
127,Tue Mar 14 22:47:09 +0000 2017,"Korban DBD di Kota Pekanbaru Terus Berjatuhan, Jumlahnya Kian Bertambah Dari Pekan ke Pekan  ",0.0,0.0,Neutral
128,Mon Jul 15 04:19:21 +0000 2019,TIM RESCUER Kota Pekanbaru Evakuasi pohon tumbang di dua titik (Hotel Arya Duta &amp; RSUD AA ) akibat cuaca extrime miÃ¢Â€Â¦ ,0.6875,-0.125,Negative
129,Sat May 18 09:19:38 +0000 2019,"Sehat terus bapak. Alhamdulillah, semoga aktivitasnya di kota Pekanbaru berjalan dengan baik dan lancar. Aamiin Ã°ÂŸÂ˜ÂŠ ",0.5,0.45,Positive
130,Fri Aug 30 08:52:23 +0000 2013,"Cuaca Di Pekanbaru Tidak Sehat Akibat Kabut Asap: Pekanbaru, Riau Kualitas udara di kota Pekanbaru, Riau semak... ",0.5375,-0.2625,Negative
131,Sun Mar 09 03:19:22 +0000 2014,Udara Pekanbaru sangat tidak sehat akibat asap: Kualitas udara di Kota Pekanbaru kini dalam status...  Antara News,0.6425,-0.3225,Negative
132,Thu Nov 20 13:39:21 +0000 2014,"Feito_Tuta_Bueno'Ã¢Â™Â¥] Pekanbaru siagakan Puskesmas antisipasi banjir: Dinas Kesehatan Kota Pekanbaru, Pr...  Ã¢Â™Â¦Ã¢Â™Â¥",0.0,0.0,Neutral
133,Sun Oct 13 05:06:15 +0000 2019,"Apakah ini tanda-tanda Politik tak sehat di Riau? Memperebutkan kue kekuasaan, bukan apa diberikan ke wakilnya...",0.7,-0.4,Negative
134,Thu Mar 26 04:57:08 +0000 2020,"Feito_Tuta_Bueno'Ã¢Â™Â¥] Pekanbaru siagakan Puskesmas antisipasi banjir: Dinas Kesehatan Kota Pekanbaru, Pr...  Ã¢Â™Â¦Ã¢Â™Â¥",0.0,0.0,Neutral
