,created_at,text,Subjectivity,Polarity,Sentiment
15,Fri Jan 11 01:37:19 +0000 2013,"Pemkab Bekasi Alokasikan Dana Rp 31 M Untuk Jamkesda: CIKARANG, (PRLM).- Pemerintah Kabupaten Bekasi, akan menga... ",0.0,0.0,Neutral
16,Thu Oct 22 05:46:29 +0000 2020, RSUD kabupaten bekasi ini yg dkt pasar induk cibitung,0.3333333333333333,0.16666666666666666,Positive
17,Wed Dec 13 07:28:14 +0000 2017,"Kasus Difteri, Dinkes Kota dan Kabupaten Bekasi Lakukan Vaksinasi Massal ",0.0,0.0,Neutral
18,Tue Feb 06 09:42:31 +0000 2018,Nih Tanggapan Kadinkes Kabupaten Bekasi Soal Romeo yang Sakit Kanker Tulang dan RoziÃ¢Â€Â¦ ,0.0,0.0,Neutral
19,Wed Sep 17 13:28:47 +0000 2014,"20.28 : RSUD Kabupaten Bekasi, milik Pemkab Bekasi status akreditasinya kadaluarsa sejak 21 Juni 2014.",0.0,0.0,Neutral
20,Sat Sep 29 08:22:27 +0000 2018,"Mobil Wara Wiri, fasilitas antar jemput pasien dari Pintu Masuk RSUD Kabupaten Bekasi. ",0.0,0.0,Neutral
21,Wed Feb 18 09:44:16 +0000 2015,Eks Dirut RSUD Kabupaten Bekasi Digelandang Jaksa ,0.0,0.0,Neutral
22,Mon Jan 19 23:50:47 +0000 2015,"semacam rutinitas yg bentar lagi bakalÃ¢Â€Â¦ (w/ Theresa, Yuvita, &amp; 2 others at RSUD Kabupaten Bekasi) [pic] Ã¢Â€Â” ",0.9,0.6,Positive
23,Tue Feb 16 09:56:42 +0000 2016,"DBD mulai mewabah di Desa Bahagia, Kecamatan Babelan, Kabupaten Bekasi. Sekitar 4 orang terjangkit, satu diantaranya meninggal dunia.",0.0,0.0,Neutral
24,Sun Sep 15 12:45:27 +0000 2019,RSUD Cibitung Kabupaten Bekasi Canangkan Zona Integritas  lewat ,0.0,0.0,Neutral
25,Fri Feb 05 01:23:52 +0000 2016,"Sembilan Balita di Bekasi Meninggal karena DBD: Di Kabupaten Bekasi, penderita DBD sejak 2015 sampai Januari 2... ",0.0,0.0,Neutral
26,Fri Oct 17 23:30:38 +0000 2014,"Seluruh RS Diusulkan Terima Pasien BPJS: ANGGOTA Komisi D DPRD Kabupaten Bekasi, Fatmah Hanum, menggulirkan wa... ",0.0,0.0,Neutral
27,Sat Apr 27 17:08:29 +0000 2013,"Cc : _ "": Happy birthday lay, moga panjang umur, sehat seSemoga juga sih lo jadi baki di kabupaten bekasi :D""",0.725,0.5625,Positive
28,Wed Jul 16 15:59:12 +0000 2014,Hamdallah selesai follow up malam pasien anak.. yuk tidur bareng teteh2.. (at RSUD Kabupaten Bekasi) Ã¢Â€Â” ,0.0,0.0,Neutral
29,Fri Nov 27 04:51:59 +0000 2015,"Muka2 abis tempur... mabok UU Ã°ÂŸÂ˜Â„Ã°ÂŸÂ˜Â„Ã°ÂŸÂ˜Â„ (with Irawati, meliya, and 7 others at RSUD Kabupaten Bekasi) [pic] Ã¢Â€Â” ",1.0,-0.5,Negative
30,Fri Jan 18 10:24:15 +0000 2013,"bekasi banjir ga dok? _krisna: I'm at RSUD Kabupaten Bekasi (Kabupaten Bekasi, Jawa Barat) ",0.0,0.0,Neutral
31,Mon Jan 05 16:34:56 +0000 2015,Cara Berobat ke RSUD Kabupaten Bekasi Menggunakan BPJS Kesehatan  ,0.0,0.0,Neutral
32,Tue Apr 10 23:17:50 +0000 2018,"Alhamdulillah, SDIT An Najma berperan aktif mengikuti lomba Dokter Cilik (Dokcil) Tingkat Kabupaten Bekasi. Di RS.HÃ¢Â€Â¦ ",0.55,-0.16041666666666665,Negative
33,Wed May 30 12:05:32 +0000 2018," Klo tuk cabang kantor bpjs wilayah kabupaten bekasi.. D mna yg terdekat.. Alamt sya d pebayuran kab. Bekasi,  tks..",0.2,0.2,Positive
34,Tue Jun 04 14:28:52 +0000 2013,Bolos...bolos...: DPRD Kabupaten Bekasi Sidak Alat Kontrasepsi ke Sejumlah Puskesmas ,0.0,0.0,Neutral
35,Tue Jun 04 13:42:37 +0000 2013,DPRD Kabupaten Bekasi Sidak Alat Kontrasepsi ke Sejumlah Puskesmas ,0.0,0.0,Neutral
36,Tue Oct 03 04:11:41 +0000 2017,Obat Perontok Bulu Dan Harganya di KabupatenÃ‚Â Bekasi  ,0.0,0.0,Neutral
37,Tue Oct 07 14:27:07 +0000 2014,13.800 PNS Kabupaten Bekasi peroleh fasilitas BPJS: Sebanyak 13.800 Pegawai Negeri Sipil di lingkup Pemerintah... ,0.75,0.0,Neutral
38,Tue Jun 30 04:53:30 +0000 2015, Dinkes Kabupaten Bekasi Diduga Lakukan Pungli SK CPNS K2  lewat @,0.1,-0.1,Negative
39,Fri Sep 13 09:40:15 +0000 2019,Kegiatan pendampingan ePuskesmas NG di Puskesmas Mekarsari Kabupaten Bekasi yang telah dilaksanakan pada tanggal 9Ã¢Â€Â¦ ,0.1,-0.1,Negative
40,Wed Nov 05 13:00:30 +0000 2014,DPRD Kabupaten Bekasi dalami tewasnya pasien gizi buruk ,0.0,0.0,Neutral
41,Sun Jul 17 09:08:03 +0000 2016,"Kasus Vaksin Palsu, Dinkes Kabupaten Bekasi Ogah Disebut Lalai ",1.0,-0.5,Negative
42,Sun Sep 04 12:02:58 +0000 2016,Kabupaten Bekasi Tunggak Utang Rp 18 M ke Rumah Sakit Swasta: Rumah sakit swasta menjadi andalan karena rumah... ,0.375,0.0,Neutral
43,Tue Feb 06 09:42:31 +0000 2018,Nih Tanggapan Kadinkes Kabupaten Bekasi Soal Romeo yang Sakit Kanker Tulang dan RoziÃ¢Â€Â¦ ,0.0,0.0,Neutral
44,Tue Aug 19 15:33:37 +0000 2014,Cepet sembuh yah om. Reres jenguk nih sama toleh (at RSUD Kabupaten Bekasi) Ã¢Â€Â” ,0.0,0.0,Neutral
45,Tue Oct 07 14:31:42 +0000 2014,13.800 PNS Kabupaten Bekasi peroleh fasilitas BPJS: Sebanyak 13.800 Pegawai Negeri Sipil di lingkup Pemerintah... ,0.75,0.0,Neutral
46,Mon Jun 27 16:14:24 +0000 2016, -  RSUD Kabupaten Bekasi Pastikan tak Gunakan Vaksin Palsu,0.9444444444444444,0.0,Neutral
47,Tue Jan 31 18:03:28 +0000 2017,"Info Lengkap Apotek di Kabupaten Bekasi Provinsi Jawa Barat Republik Indonesia, Valid dan Reliable ",0.4,0.1,Positive
48,Tue Aug 13 08:18:49 +0000 2019,Dinkes Kabupaten Bekasi Pastikan Klinik Ã¢Â€Â˜AborsiÃ¢Â€Â™ Aditama Medika II Tak Berizin ,0.0,0.0,Neutral
49,Thu Apr 18 07:23:34 +0000 2013,RSUD Kabupaten Bekasi Tolak Lakukan Tes Kejiwaan Caleg ,0.0,0.0,Neutral
50,Thu Sep 24 01:48:09 +0000 2020,"Kapasitas rumah sakit rujukan covid-19 mulai penuh, pemerintah Kabupaten Bekasi, Kota Bekasi, dan Kota Depok, mulaiÃ¢Â€Â¦ ",0.25,0.11666666666666665,Positive
51,Fri Sep 12 19:08:54 +0000 2014,"Sesuatu jaga sama dokter jaka, rjp 3 pasien berturut-turut Ã°ÂŸÂ˜Â­Ã°ÂŸÂ˜Â­Ã°ÂŸÂ˜Â­ (with _krisna at IGD RSUD Kabupaten Bekasi) Ã¢Â€Â” ",0.0,0.0,Neutral
52,Sat Sep 05 08:02:30 +0000 2020,"Kebakaran terjadi di Gudang RSUD Kabupaten Bekasi, Sabtu (5/9/20) Siang. Diduga api berasal dari pembuangan sampah.Ã¢Â€Â¦ ",0.0,0.0,Neutral
53,Fri Dec 04 12:24:35 +0000 2015,Ã°ÂŸÂ˜Â·Ã°ÂŸÂ˜Â· (at RSUD Kabupaten Bekasi) Ã¢Â€Â” ,0.0,0.0,Neutral
54,Mon Dec 01 12:35:05 +0000 2014,Cara Berobat ke RSUD Kabupaten Bekasi Menggunakan BPJS Kesehatan  ,0.0,0.0,Neutral
55,Tue Oct 07 14:30:59 +0000 2014,13.800 PNS Kabupaten Bekasi peroleh fasilitas BPJS: Sebanyak 13.800 Pegawai Negeri Sipil di lingkup Pemerintah... ,0.75,0.0,Neutral
56,Fri Feb 01 14:22:09 +0000 2013,"17.082 orang Bekasi terserang penyakit pascabanjir: Dinas Kesehatan Kabupaten Bekasi, Jawa Barat, mencatat sedik... ",0.1,-0.2,Negative
57,Fri Mar 20 00:37:44 +0000 2015,Ujan becek berarti kaga apel (at RSUD Kabupaten Bekasi) Ã¢Â€Â” ,0.0,0.0,Neutral
58,Fri Mar 28 15:55:55 +0000 2014,Aii akan kangen kaliannnn baby ku :* (at RSUD Kabupaten Bekasi) [pic] Ã¢Â€Â” ,0.0,0.0,Neutral
59,Tue Oct 07 14:38:09 +0000 2014,13.800 PNS Kabupaten Bekasi peroleh fasilitas BPJS ,0.0,0.0,Neutral
60,Mon Apr 06 15:11:27 +0000 2015,Ã°ÂŸÂ’Â‰Ã°ÂŸÂ’Â‰Ã°ÂŸÂ’Â‰ (at RSUD Kabupaten Bekasi) [pic] Ã¢Â€Â” ,0.0,0.0,Neutral
61,Wed Jan 07 03:08:10 +0000 2015,Cara Berobat ke RSUD Kabupaten Bekasi Menggunakan BPJS Kesehatan  ,0.0,0.0,Neutral
62,Fri Apr 26 04:01:47 +0000 2019,Sebanyak 39 anggota Bawaslu Kabupaten Bekasi jatuh sakit akibat kelelahan usai bertugas pada pemilu 2019. ,0.7083333333333334,-0.20833333333333334,Negative
63,Fri Sep 13 08:06:51 +0000 2019,Kegiatan pendampingan ePuskesmas NG di Puskesmas Jatimulya Kabupaten Bekasi yang telah dilaksanakan pada tanggal 9Ã¢Â€Â¦ ,0.0,0.0,Neutral
64,Sun Feb 25 00:23:42 +0000 2018,"Akibat Kenakalan Perusahaan, Kejari Kabupaten Bekasi Berhasil Tagih Rp. 6 Miliar Tunggakan BPJS KetenagakerjaanÃ¢Â€Â¦ ",0.0,0.0,Neutral
65,Tue Sep 15 03:26:58 +0000 2015,"Di Kabupaten Bekasi, Hewan Sehat dan Layak Kurban Akan Diberi Kalung   ",0.5,0.5,Positive
66,Fri Mar 20 10:30:00 +0000 2020,Setidaknya ada 10 RSUD dan juga rumah sakit swasta di Kabupaten Bekasi ditunjuk menjadi rujukan bagi pasien dalam pÃ¢Â€Â¦ ,0.3875,-0.15,Negative
67,Fri Feb 01 14:23:55 +0000 2013,"17.082 orang Bekasi terserang penyakit pascabanjir: Dinas Kesehatan Kabupaten Bekasi, Jawa Barat, mencatat sedik... ",0.1,-0.2,Negative
68,Sat Jan 12 20:46:16 +0000 2019,Kota dan Kabupaten Bekasi Juara I Anugerah BPJS Ketenagakerjaan - Bekasi Online ,0.3666666666666667,0.525,Positive
69,Thu Feb 26 13:17:33 +0000 2015,Pemborong Genset RSUD Kabupaten Bekasi... ,0.0,0.0,Neutral
70,Tue Aug 30 11:31:27 +0000 2016,Besok Mantan Kepala Dinkes Kabupaten Bekasi Jalani Sidang Perdana ,0.16666666666666666,0.125,Positive
71,Mon Sep 02 02:23:53 +0000 2013,Proyek.. (at RSUD Kabupaten Bekasi) Ã¢Â€Â” ,0.0,0.0,Neutral
72,Thu Sep 26 05:08:25 +0000 2013,"Bingung mau lunch ma apa, bosen makanan kantin kntr, huuuffff... (at RSUD Kabupaten Bekasi) Ã¢Â€Â” ",0.85,-0.45,Negative
73,Tue May 07 22:45:40 +0000 2019,"Ketua KPUD Kabupaten Bekasi Dilarikan ke Rumah Sakit, Kelelahan ? ",0.7,-0.4,Negative
74,Mon Nov 02 15:10:48 +0000 2015,Mencerdaskan Konsumen melalui KIE Obat dan Makanan Di Kabupaten Bekasi... ,0.0,0.0,Neutral
75,Sun May 31 14:21:45 +0000 2015,"Bukan hanya itu, beberapa menu masih error dan belum terisi. ",1.0,0.0,Neutral
76,Fri Nov 10 06:45:01 +0000 2017,19 RS Swasta Kabupaten Bekasi Belum Kerja Sama dengan BPJS ,0.375,0.0,Neutral
77,Thu Jun 07 13:22:50 +0000 2018,Kabupaten Bekasi Raih Penghargaan UHC JKN-KIS 2018 ,0.2,0.3,Positive
78,Mon Feb 15 14:24:49 +0000 2016,BPMPD Gandeng PKP Guna Tingkatkan Mutu Pembinaan Posyandu di Kabupaten BekasiÃ¢Â€Â¦ Ã¢Â€Â” ,0.0,0.0,Neutral
79,Wed Nov 05 13:12:41 +0000 2014,OpenFollow DPRD Kabupaten Bekasi dalami tewasnya pasien gizi buruk  AntaraNews,0.0,0.0,Neutral
80,Fri Feb 23 11:04:08 +0000 2018,Tim Relawan LPM Kesehatan Dan Tim Relawan Kesehatan NPP menghaturkan Terima Kasih Kepada RSUD Kabupaten Bekasi ,0.0,0.0,Neutral
81,Fri Jun 02 15:09:02 +0000 2017,With Agungdiyana at RSUD Kabupaten Bekasi Ã¢Â€Â” ,0.0,0.0,Neutral
82,Wed Oct 08 20:15:30 +0000 2014,13.800 PNS Kabupaten Bekasi Peroleh Fasilitas BPJS ,0.0,0.0,Neutral
83,Fri Mar 20 23:38:14 +0000 2015,"Coba setiap dines malem aman kaya giniÃ¢Â€Â¦ - Shelly and Shelby (w/ Relis, yeni, &amp; irma at RSUD Kabupaten Bekasi) Ã¢Â€Â” ",0.5,0.5,Positive
84,Sun Mar 10 13:49:44 +0000 2019,44 Puskesmas di Kabupaten Bekasi Akan Jadi BLUD - Bekasi Online ,0.0,0.0,Neutral
85,Wed Aug 27 03:21:24 +0000 2014,Emergency teamÃ¢ÂœÂŒÃ°ÂŸÂÂ¥ @ RSUD Kabupaten Bekasi ,0.0,0.0,Neutral
86,Fri Sep 27 10:07:08 +0000 2013,Internet sehat bagi pelajar se-Kabupaten Bekasi ,0.5,0.5,Positive
87,Tue Apr 17 07:59:37 +0000 2018,"Jam Kerja Tak Sesuai dengan Honor, Puluhan Bidan Se-Kabupaten Bekasi Geruduk Kantor Dinkes ",0.0,0.0,Neutral
88,Mon Apr 20 08:50:33 +0000 2020,"Pelayanan kesehatan masyarakat sekitar sementara ini dialihkan ke puskesmas terdekat di wilayah Tambun Selatan, BekÃ¢Â€Â¦ ",0.03333333333333333,0.0,Neutral
89,Mon Aug 14 06:50:04 +0000 2017,DPRD Minta Peran Pengusaha Kabupaten Bekasi Atasi Gizi Buruk  pojokjabar,0.0,0.0,Neutral
90,Mon Jun 30 06:49:42 +0000 2014,Lieur..lieur euy.. (at RSUD Kabupaten Bekasi) Ã¢Â€Â” ,0.0,0.0,Neutral
91,Wed Feb 18 04:12:54 +0000 2015,Sekilas Fokus - Mantan Direktur RSUD Tersangka: Mantan Direktur Rumah Sakit Umum Daerah Kabupaten Bekasi dan K... ,0.16666666666666666,0.016666666666666673,Positive
92,Fri Jan 27 23:53:40 +0000 2017,Data Resmi Puskesmas di Kabupaten Bekasi Provinsi Jawa Barat Republik Indonesia  lengkapseluruhpublichealthservice,0.0,0.0,Neutral
93,Wed Aug 02 03:30:04 +0000 2017,With iwan at RSUD Kabupaten Bekasi Ã¢Â€Â” ,0.0,0.0,Neutral
94,Fri Jun 27 03:37:20 +0000 2014,LPSE Bekasi Ã¢Â€Â“ Usaha Paling Menguntungkan untuk LPSE Kabupaten Bekasi: Lanjutan Pembangunan Gedung D RSUD (HPSÃ¢Â€Â¦ ,0.5,0.5,Positive
95,Mon Oct 07 15:41:02 +0000 2019,Jamkeswatch Minta Cabut Izin Rumah Sakit Nakal di Kabupaten Bekasi  ,0.9,-0.15000000000000002,Negative
96,Sun May 29 00:52:19 +0000 2016,"Cegah DBD, Kades Hurip Jaya, Kabupaten Bekasi Lakukan Fogging  lewat ",0.0,0.0,Neutral
97,Thu Jul 24 00:41:38 +0000 2014,"Selamat pagi 11 dedek2 unyuuuuu, yuk sehat2 ya dek biar cepet pulang.. (at RSUD Kabupaten Bekasi) [pic] Ã¢Â€Â” ",0.55,0.6,Positive
98,Wed Mar 30 15:20:42 +0000 2016,"With Andreas, Martinus Rizky, and 5 others at RSUD Kabupaten Bekasi Ã¢Â€Â” ",0.0,0.0,Neutral
99,Tue Oct 07 14:38:20 +0000 2014,13.800 PNS Kabupaten Bekasi peroleh fasilitas BPJS ,0.0,0.0,Neutral
100,Sat Feb 28 02:21:10 +0000 2015,Pemborong Genset RSUD Kabupaten Bekasi... ,0.0,0.0,Neutral
101,Mon Dec 21 11:55:02 +0000 2020,RSUD Kabupaten Bekasi Tambah Gedung Baru  ,0.45454545454545453,0.13636363636363635,Positive
102,Thu Feb 02 19:17:17 +0000 2017,"Info Lengkap Apotek di Kabupaten Bekasi Provinsi Jawa Barat Republik Indonesia, Valid dan Reliable ",0.4,0.1,Positive
103,Thu Nov 17 02:31:37 +0000 2016,Ã°ÂŸÂšÂ‘Ã°ÂŸÂÂ¥... (at RSUD Kabupaten Bekasi) Ã¢Â€Â” ,0.0,0.0,Neutral
104,Wed Nov 05 13:09:12 +0000 2014,DPRD Kabupaten Bekasi dalami tewasnya pasien gizi buruk ,0.0,0.0,Neutral
105,Wed Nov 05 13:13:22 +0000 2014,DPRD Kabupaten Bekasi dalami tewasnya pasien gizi buruk  via antaranews,0.0,0.0,Neutral
106,Thu Mar 19 10:23:37 +0000 2015,BPJS Ketenagakerjaan Cabang Cikarang Bekasi mendata sebanyak 1.600 pekerja asing di Kabupaten Bekasi belum terdaftar sebagai peserta BPJS,0.3125,0.1875,Positive
107,Thu Feb 07 02:35:38 +0000 2013,Siapa yg sakit ra?? : with my brother Ã°ÂŸÂ‘Â±Ã°ÂŸÂ’ÂŠÃ°ÂŸÂ’Â‰Ã°ÂŸÂ˜Â· (at RSUD Kabupaten Bekasi) Ã¢Â€Â”  ,0.8571428571428571,-0.7142857142857143,Negative
108,Mon May 28 13:53:58 +0000 2018,Kabupaten Bekasi Raih Penghargaan UHC JKN-KIS 2018  ,0.2,0.3,Positive
109,Thu Aug 01 03:37:14 +0000 2013,Otw rsud kabupaten bekasi (Ã‚Â´Ã¢ÂŒÂ£`ÃŠÂƒÃ†Âª),0.0,0.0,Neutral
110,Wed Apr 08 01:37:16 +0000 2015,"Bimtek ""EViDENCE BASED IN NURSING PRACTICE "" (with Shofia and Irawati at RSUD Kabupaten Bekasi) Ã¢Â€Â” ",0.0,0.0,Neutral
111,Mon Jun 04 12:30:18 +0000 2018,Kabupaten Bekasi Raih Penghargaan UHC JKN-KIS 2018 ,0.2,0.3,Positive
112,Tue Aug 11 13:40:03 +0000 2015,"Beranda Cikarang Rapimda Golkar Kabupaten Bekasi Kubu ARB, Idrus Marham: Jangan Mau Diacak-acak Barisan... - G... ",0.0,0.0,Neutral
113,Fri Nov 13 01:17:53 +0000 2015, : Perawat Gigi di Bekasi: Requirements - PT Dutagaruda Piranti Prima - Kabupaten Bekasi ,0.0,0.0,Neutral
114,Mon Oct 13 19:08:05 +0000 2014,Cara Berobat ke RSUD Kabupaten Bekasi Menggunakan BPJS Kesehatan  ,0.0,0.0,Neutral
115,Wed Sep 30 01:27:41 +0000 2015,Slooow Brooo.. Smoga Rezeki lu dsniiÃ°ÂŸÂ˜Â‡ (with amutz at RSUD Kabupaten Bekasi) Ã¢Â€Â” ,0.6000000000000001,0.7,Positive
116,Thu Nov 12 23:33:40 +0000 2020,"Kabupaten Bekasi telah melatih sedikitnya 55 tenaga medis untuk menjadi tenaga vaksinator COVID-19. Rencananya, parÃ¢Â€Â¦ ",0.2,-0.15,Negative
117,Wed Aug 26 04:29:18 +0000 2015,"Angel Angel Delima Ã°ÂŸÂ˜Â—Ã°ÂŸÂ˜Â™Ã°ÂŸÂ˜Â˜ (with Shofia, Relis, and 3 others at RSUD Kabupaten Bekasi) [pic] Ã¢Â€Â” ",0.0,0.0,Neutral
118,Tue Jul 30 03:00:08 +0000 2019,Pelayanan aktif pengambilan sampel produk hewan oleh Balai Kesehatan Hewan dan Kesehatan Masyarakat Veteriner padaÃ¢Â€Â¦ ,0.25555555555555554,-0.07777777777777778,Negative
119,Tue Apr 01 02:54:22 +0000 2014,Bikin surat keterangan bebas narkotikaÃ°ÂŸÂÂ¥ (with Mohammad and Joko at RSUD Kabupaten Bekasi) Ã¢Â€Â” ,0.0,0.0,Neutral
120,Tue Jun 09 10:50:47 +0000 2015,Dokter Sampai Tukang Tambal Ban Disiapkan di Pos Kedungwaringin untuk Pemudik: Polresta Kabupaten Bekasi beser... ,0.0,0.0,Neutral
121,Thu May 09 02:20:02 +0000 2019,Arief Budiman Jenguk Ketua KPU Kota Dan Kabupaten Bekasi Yang Dirawat Di Rumah Sakit KlikRMOL ,0.0,0.0,Neutral
122,Mon Nov 11 08:42:25 +0000 2013,Dinkes Kabupaten Bekasi menargetkan dapat memperoleh dana ratusan juta rupiah dalam program bulan dana Palang Merah Indonesia (PMI) 2013,0.0,0.0,Neutral
123,Wed Oct 08 20:15:40 +0000 2014,13.800 PNS Kabupaten Bekasi Peroleh Fasilitas BPJS ,0.0,0.0,Neutral
124,Wed Jun 19 01:45:34 +0000 2013,"Goodluck ujian mayor hari ini geng dr. Aladin : ririn bacimÃ¢Â€Â¦ (w/ Fahmi, MDP, &amp; Ririn at RSUD Kabupaten Bekasi) Ã¢Â€Â” ",0.5,0.0625,Positive
125,Tue Oct 08 07:17:32 +0000 2019,Jamkeswatch Minta Cabut Izin Rumah Sakit Nakal di Kabupaten Bekasi  ,0.9,-0.15000000000000002,Negative
126,Tue Oct 28 18:07:57 +0000 2014,Cara Berobat ke RSUD Kabupaten Bekasi Menggunakan BPJS Kesehatan  ,0.0,0.0,Neutral
127,Fri Aug 23 11:28:05 +0000 2019,DPD Jamkeswatch Bekasi Adakan Audensi Dengan BPJS Kesehatan Kabupaten Bekasi  ,0.0,0.0,Neutral
128,Tue Jan 30 13:34:43 +0000 2018,RSUD Kabupaten Bekasi Raih Penghargaan Kemenpan RB  ,0.0,0.0,Neutral
129,Tue Nov 19 12:08:15 +0000 2019,"Dirinya menyampaikan, bahwa penghargaan ini merupakan titik awal untuk memotivasi dan meningkatkan jumlah tatanan pÃ¢Â€Â¦ ",0.1,0.0,Neutral
130,Tue Oct 07 14:32:16 +0000 2014,Bido 13.800 PNS Kabupaten Bekasi peroleh fasilitas BPJS: Sebanyak 13.800 Pegawai Negeri Sipil di lingku...  Bido,0.75,0.0,Neutral
131,Sun Aug 09 13:39:46 +0000 2020,"Kena Bogem Warga, Tim Pemulasaran RSUD Kabupaten Bekasi Lapor Polisi ",0.0,0.0,Neutral
132,Sun Feb 05 02:11:08 +0000 2017,"Data Resmi Puskesmas di Kabupaten Bekasi Provinsi Jawa Barat Republik Indonesia, Lengkap dan Reliable ",0.4,0.1,Positive
133,Thu Nov 19 10:32:06 +0000 2020,Wapres K.H MaÃ¢Â€Â™ruf Amin Tinjau Kesiapan Simulasi Vaksin di Puskesmas Cikarang KabupatenÃ‚Â Bekasi ,0.08333333333333334,-0.05,Negative
134,Mon Aug 14 06:50:04 +0000 2017,DPRD Minta Peran Pengusaha Kabupaten Bekasi Atasi Gizi Buruk  beritaterkinibekasi,0.0,0.0,Neutral
135,Wed Apr 24 09:47:02 +0000 2019,Korban teseret sekira 100 meter dan menyebabkan tubuhnya hancur. Untuk penyelidikan jenazah korban dibawa ke RSUD KÃ¢Â€Â¦ ,0.06666666666666667,-0.08333333333333333,Negative
136,Thu Feb 05 21:16:12 +0000 2015,Dinkes Kabupaten Bekasi Dapat Rapor Merah ,0.0,0.0,Neutral
137,Fri Jun 08 15:10:04 +0000 2018,Kabupaten Bekasi Raih Penghargaan UHC JKN-KIS 2018  ,0.2,0.3,Positive
138,Mon Oct 07 15:41:03 +0000 2019,Jamkeswatch Minta Cabut Izin Rumah Sakit Nakal di Kabupaten Bekasi  ,0.9,-0.15000000000000002,Negative
139,Fri Jun 08 12:50:02 +0000 2018,Kabupaten Bekasi Raih Penghargaan UHC JKN-KIS 2018 ,0.2,0.3,Positive
140,Wed Nov 05 13:40:40 +0000 2014,DPRD Kabupaten Bekasi dalami tewasnya pasien gizi buruk -  &lt;- Komentar?,0.0,0.0,Neutral
141,Fri Dec 09 04:07:10 +0000 2016,Penderita Gizi Buruk di Kabupaten Bekasi Menurun - BeritaSatu  &lt;- Komentar?,0.7,-0.4,Negative
142,Tue Jun 09 10:48:54 +0000 2015,Dokter Sampai Tukang Tambal Ban Disiapkan di Pos Kedungwaringin untuk Pemudik: Polresta Kabupaten Bekasi beser... ,0.0,0.0,Neutral
143,Wed Aug 21 20:50:01 +0000 2019,"Bekasi,  - Sejauh ini, pihak Kabupaten Bekasi masih melakukan proses verifikasi dan validasiÃ¢Â€Â¦ ",1.0,0.1,Positive
144,Tue Jun 09 10:41:39 +0000 2015,Dokter Sampai Tukang Tambal Ban Disiapkan di Pos Kedungwaringin untuk Pemudik: Polresta Kabupaten Bekasi beser... ,0.0,0.0,Neutral
