,created_at,text,Subjectivity,Polarity,Sentiment
21,Wed Feb 14 22:59:33 +0000 2018, Min. Saran utk selidiki berita ttg klinik klinik di kota manado yg mempersulit atau menolak utk membuÃ¢Â€Â¦ ,1.0,-0.5,Negative
22,Tue Jun 02 06:01:32 +0000 2020,"Keributan kembali terjadi di Rumah Sakit GMIM Pancaran Kasih Kota Manado, Sulawesi Utara, pada Selasa (2/6/2020) paÃ¢Â€Â¦ ",0.0,0.0,Neutral
23,Tue Mar 12 04:27:11 +0000 2013,Kunjungi Pasar dan Rumah Sakit ,0.0,0.0,Neutral
24,Wed Aug 21 18:35:17 +0000 2013,Manado Ã¢Â€Â“ Dewan Perwakilan Rakyat Daerah (DPRD) Kota Manado meminta Dinas Kesehatan (Dinkes) untuk melakukan... ,0.0,0.0,Neutral
25,Thu Jul 11 01:30:31 +0000 2013,Anfrak obat.. Ã°ÂŸÂ˜Â·Ã°ÂŸÂ’Â‰Ã°ÂŸÂ’ÂŠ (at Dinas Kesehatan Kota Manado) Ã¢Â€Â” ,0.0,0.0,Neutral
26,Wed Feb 25 10:06:40 +0000 2015,"Telusuri Korban DBD di Puskesmas, Komisi 4 Turun Lapangan Lintas Kabupaten dan Kota: Manado Ã¢Â€Â“ Komisi 4 DPRD be... ",0.0,0.0,Neutral
27,Thu Feb 14 14:32:28 +0000 2013,Waspada Penyakit Musiman: IDMANADO/Manado Ã¢Â€Â“ Curah hujan yang masih sering mengguyur kota Manado dan sekitarnya t... ,0.0,0.0,Neutral
28,Tue Jul 01 19:39:48 +0000 2014,"Go follow!  yuk cobain tuna kaleng lezat, sehat dan bergizi khas kota manado. Info : 081219965399 Pin bb :74C49D61""",0.6666666666666666,0.4444444444444444,Positive
29,Thu Jan 30 01:28:59 +0000 2014,"KabarMdo Pasca Bencana, Penyakit ISPA Perlu Diantisipasi: Manado Ã¢Â€Â“ Legislator Kota Manado, Lily Binti menyeru... ",0.0,0.0,Neutral
30,Mon May 29 22:09:16 +0000 2017,"Berita Kawanua - Pembangunan RSUD Kota Manado Terus Berpolemik, Komisi C Tegaskan Harus Punya Amdal ",0.0,0.0,Neutral
31,Sat Jul 19 00:30:02 +0000 2014,Ada lho Dokter Bertarif Murah di Malalayang Manado: MASYARAKAT Kota Manado masih bisa mendapatkan pelayanan ma... ,0.7,0.4,Positive
32,Thu Oct 30 01:05:46 +0000 2014,Dinkes Tindaklanjuti Kasus Keracunan Wakil Wali Kota Manado ,0.0,0.0,Neutral
33,Tue Jan 22 06:06:54 +0000 2013,RS Siti Maryam Ã¢Â€Â˜CuekÃ¢Â€Â™ Program Universal Coverage  via ,0.0,0.0,Neutral
34,Wed Jul 24 23:38:18 +0000 2019,"Pembangunan Rumah Sakit Hermina yang berlokasi di Kelurahan Kairagi, Kecamatan Mapanget, disorot anggota DPRD KotaÃ¢Â€Â¦ ",0.0,0.0,Neutral
35,Fri Nov 23 23:54:16 +0000 2018,Demam berdarah dengue (DBD) masih menjadi momok bagi masyarakat di Sulut. Kota Manado membukukan ada 12 kasus positÃ¢Â€Â¦ ,0.5454545454545454,0.22727272727272727,Positive
36,Thu Oct 30 01:03:08 +0000 2014,",, Dinkes Tindaklanjuti Kasus Keracunan Wakil Wali Kota Manado: Mottoh memastikan tidak ada efek jangka panjan... ",0.0,0.0,Neutral
37,Thu Sep 19 22:17:38 +0000 2013,"Jalan sehat bersama warga kota manado dan dahlan iskan ,",0.5,0.5,Positive
38,Fri May 08 03:10:23 +0000 2020,Walikota Serahkan Bantuan APD ke Puskesmas Di Kota Manado ,0.0,0.0,Neutral
39,Sun Oct 19 02:35:01 +0000 2014,Hari Kesehatan Nasional di Kota Manado Semarak. Ã¢Â€ÂœSehat Cerdas Berdaya SaingÃ¢Â€Â: Pembukaan Hari Kesehatan Nasiona... ,0.6428571428571429,0.21428571428571427,Positive
40,Mon May 04 10:53:12 +0000 2020,"SULUT - Senkom Rescue Kota Manado mengajak masyarakat membiasakan hidup sehat, Stop Stigma Covid 19 ""Kita Sehat IndÃ¢Â€Â¦ ",0.5,0.5,Positive
41,Tue Feb 16 12:31:33 +0000 2016,Virus Zika Belum Ada dan Tidak Terdeteksi di Kota Manado  Humaspromanado ,0.0,0.0,Neutral
42,Sun Oct 19 02:35:01 +0000 2014,Hari Kesehatan Nasional di Kota Manado Semarak. Ã¢Â€ÂœSehat Cerdas Berdaya SaingÃ¢Â€Â ,0.6428571428571429,0.21428571428571427,Positive
43,Thu Jan 16 16:59:11 +0000 2014,"Ã¢Â€Âœ_rantung: Yg dibutuhkan masyarakat kota manado saat ini pakaian yg layak,makanan,dan obat""an... Cc  Ã¢Â€Âsah itu",0.2785714285714285,0.1619047619047619,Positive
44,Fri May 17 07:52:00 +0000 2013,Kota Manado Juara I Kinerja Program Jaminan Kesehatan Semesta ,0.16666666666666666,0.125,Positive
45,Thu Oct 30 01:06:13 +0000 2014,Dinkes Tindaklanjuti Kasus Keracunan Wakil Wali Kota Manado ,0.0,0.0,Neutral
46,Fri Feb 23 14:39:07 +0000 2018,Obat Kumur Joypolinse Untuk Menghilangkan Bau Mulut | Agen Di KotaÃ‚Â Manado  ,0.6666666666666666,-0.6999999999999998,Negative
47,Thu Oct 15 03:28:08 +0000 2015,Ã°ÂŸÂ˜ÂÃ°ÂŸÂ˜Â @ Puskesmas Ranomut Kecamatan PalDua Kota Manado ,0.0,0.0,Neutral
48,Thu Feb 14 14:30:17 +0000 2013,Waspada Penyakit Musiman: IDMANADO/Manado Ã¢Â€Â“ Curah hujan yang masih sering mengguyur kota Manado dan sekitarnya telah... ,0.0,0.0,Neutral
49,Wed Dec 18 15:11:55 +0000 2019,Tim Kunjungan Kerja Komisi IX DPR RI yang dipimpin Ketua Komisi IX DPR RI Felly Estelita RuntuweneÃ‚Â meninjau Rumah SÃ¢Â€Â¦ ,0.0,0.0,Neutral
50,Wed Sep 18 23:38:03 +0000 2019,"Pembangunan Rumah Sakit Daerah (RSUD) Manado action. Kepala Dinas Kesehatan Kota Manado mengatakan, pihaknya sudahÃ¢Â€Â¦ ",0.1,0.1,Positive
51,Wed Nov 26 16:28:57 +0000 2014,"Gempa Bumi, Pasien RS Lari Bawa Infus: Sejumlah pasien rumah sakit (RS) di Kota Manado juga berhamburan keluar... ",0.0,0.0,Neutral
52,Sun Feb 04 23:37:48 +0000 2018,Rabies atau umumnya dikenal sebagai penyakit anjing gila masih menjadi perhatian serius Dinas Pertanian Kelautan daÃ¢Â€Â¦ ,0.7222222222222222,-0.41944444444444445,Negative
53,Thu Jul 11 11:21:08 +0000 2019,"Halo KawanPajak 270Bisa di Kota Manado dan sekitarnya, weekend nanti so ada rencana??  Kalo belom gabung jo dengÃ¢Â€Â¦ ",0.0,0.0,Neutral
54,Sun Feb 24 08:00:00 +0000 2019,Banyaknya korban akibat DBD membuat Caleg Perindo Edwin Eman dan Novani Somba bergerak cepat lakukan fogging massalÃ¢Â€Â¦ ,0.43452380952380953,0.14087301587301584,Positive
55,Wed Jul 17 23:56:19 +0000 2013,"Robby Mottoh: Warga Diminta Waspada Demam Berdarah: MANADO, OKE Ã¢Â€Â“ Kepala Dinas Kesehatan Kota Manado, dr. Robb... ",0.5,0.5,Positive
56,Fri Jan 29 06:50:01 +0000 2016,Petugas Kebersihan Manado Perlu BPJS dan Kartu Pelayanan Kesehatan Gratis  Humaspromanado ,0.8,0.4,Positive
57,Fri May 31 14:14:01 +0000 2013,"Keg. Dalam Rangka HUT kota manado, diharapkan untuk semua warga SMAN 7 Mandao mengikuti jalan sehat di lap. Tikala start jam 5 pagi, info Ã¢Â˜Âº",0.5,0.5,Positive
58,Fri Feb 01 01:19:32 +0000 2019,"Hingga Rabu (30/01/2019) sore, total penderita DBD di Kota Manado mencapai 371 orang. ",0.75,0.0,Neutral
59,Thu Oct 30 15:05:19 +0000 2014,Hatta Rajasa News : Wawali Kota Manado Dilarikan ke Rumah Sakit Usai Makan di ... -  JPN... ,0.0,0.0,Neutral
60,Wed Jan 09 06:58:49 +0000 2019,Waspada DEMAM BERDARAH sedang meningkat di kota manado jagalahkebersihan  demamberdarah ,0.0,0.0,Neutral
61,Sat Apr 05 02:20:39 +0000 2014,"Rayakan ulang tahun dengan nyabu bareng teman2 di hotel bintang lima kota Manado, seorang dokter di Noongan ketangkap basah oleh polisi",0.0,0.0,Neutral
62,Fri Mar 22 07:49:47 +0000 2013,"DPRD Kota Manado Dukung Pembangunan RSUD:  Richard Sualang.Manado, CSN Ã¢Â€Â“ Dengan adanya rencana pembangunan Rum... ",0.06666666666666667,0.0,Neutral
63,Wed Jun 25 05:25:01 +0000 2014,"Kasus DBD Perlu Perhatian Khusus: Manado Ã¢Â€Â“ Dewan Perwakilan Rakyat Daerah (DPRD) Kota Manado, menghimbau pemer... ",0.5714285714285714,0.35714285714285715,Positive
64,Tue Jan 15 09:46:32 +0000 2013,Layanan Kesehatan Gratis Untuk Warga Manado: IDMANADO/Manado- Kepala Dinas Kesehatan Kota Manado Robby Motto... ,0.8,0.4,Positive
65,Tue Jan 29 13:10:32 +0000 2013,"Komisi D Dekot Manado, Akan Hearing Dinkes Kota Manado: Terkait Program Pelayanan Kesehatan Gratis... ",0.8,0.4,Positive
66,Thu Jan 26 03:59:02 +0000 2017,Terapi Pengobatan ImpotensiÃ‚Â di Kota Manado Rekomendasi DokterÃ‚Â Ahli  ,0.0,0.0,Neutral
67,Fri Apr 10 15:16:28 +0000 2015,Obat Kuat dan 'Permen  Cinta' Dijual Bebas di Manado: Di pusat perbelanjaan kota Manado dan dibeberapa tempat ... ,0.5333333333333333,0.33333333333333337,Positive
68,Thu Aug 30 06:15:34 +0000 2018,Dalam Rangka Hut Ke-1 Yayasan Jantung Indonesia (YJI) Cabang Kota Manado bekerjasama dengan Pemerintah Kota ManadoÃ¢Â€Â¦ ,0.0,0.0,Neutral
69,Sun Oct 19 02:16:32 +0000 2014,TuitManado Hari Kesehatan Nasional di Kota Manado Semarak. Ã¢Â€ÂœSehat Cerdas Berdaya SaingÃ¢Â€Â Manado Tuit,0.5714285714285714,0.35714285714285715,Positive
70,Thu Jun 28 09:00:01 +0000 2018,Tim Ombudsman RI Perwakilan Provinsi Sulawesi Utara gelar Ã¢Â€ÂœSIDAKÃ¢Â€Â di Dinas Kependudukan dan Pencatatan Sipil Kota MÃ¢Â€Â¦ ,0.0,0.0,Neutral
71,Wed Nov 06 07:44:27 +0000 2013,"2014, Program UC Akan Beralih ke BPJS: MANADO, OKE Ã¢Â€Â“ Kepala Dinas Kesehatan Kota Manado, dr. Robby J. Mottoh m... ",0.5,0.5,Positive
72,Sat Jun 13 11:46:02 +0000 2020,"PSI MANADO Menyerahkan Bantuan APD Ke Puskesmas Tikala Baru Kota Manado (9/6) "" Mari jo torang dukung Gerakan SolidÃ¢Â€Â¦ ",0.15,0.049999999999999996,Positive
73,Tue Jan 29 11:44:33 +0000 2013,82 Kasus DBD Serang Kota Manado  RakyatSULUT,0.0,0.0,Neutral
74,Sun Nov 18 00:47:18 +0000 2018,Dokter jimmy: ketersediaan petugas puskesmas di kota manado masih minim Saya: hhmm.. kalo minim berarti bukan puskeÃ¢Â€Â¦ ,0.4333333333333333,-0.10000000000000002,Negative
75,Tue Jan 31 10:19:48 +0000 2017,"Data Resmi Puskesmas di Kota Manado Provinsi Sulawesi Utara Republik Indonesia, Lengkap dan Reliable ",0.4,0.1,Positive
76,Sun Oct 19 02:35:00 +0000 2014,Berita Manado: Hari Kesehatan Nasional di Kota Manado Semarak. Ã¢Â€ÂœSehat Cerdas Berdaya SaingÃ¢Â€Â  ~ BakuKabar,0.5714285714285714,0.35714285714285715,Positive
77,Wed Aug 15 02:08:54 +0000 2018,Wali Kota Manado: Hidup Sehat dengan Bersepeda ,0.5,0.5,Positive
78,Fri Sep 23 10:00:38 +0000 2016,"Ba jaga.. (at Stan Pameran Pembangunan Dinkes Prov. Sulut. Kayuwatu, Kota Manado) [pic] Ã¢Â€Â” ",0.0,0.0,Neutral
79,Fri May 17 10:50:29 +0000 2013,"I'm at RSUD Prof. DR. Dr. Kondou Malalayang (Kota Manado, Sulawesi Utara) ",0.0,0.0,Neutral
80,Thu Oct 18 08:35:15 +0000 2018,Agen Obat Herbal Pelangsing Di Kota Manado-SulawesiÃ‚Â Utara  ,0.0,0.0,Neutral
81,Sat Feb 04 07:54:54 +0000 2017,"Info Lengkap Apotek di Kota Manado Provinsi Sulawesi Utara Republik Indonesia, Valid dan Reliable ",0.4,0.1,Positive
82,Fri Mar 10 03:18:45 +0000 2017,"Dokter Cilik SD KemalaÃ¢Â€Â¦ (w/ Bambang Prabowo, Vivi, &amp; 3 others at SD Kemala Bhayangkari Kota Manado) [pic] Ã¢Â€Â” ",0.5,-0.1875,Negative
83,Sun Dec 02 05:22:23 +0000 2018,"""Kami banyak mendapatkan laporan dugaan pungli yang dilakukan di sekolah dan Puskesmas. Laporan dan pengaduan ini lÃ¢Â€Â¦ ",0.59375,0.44791666666666663,Positive
84,Thu Dec 05 02:09:43 +0000 2019,"Bubur Manado - Tinutuan Makanan khas dari Kota Manado, disajikan dengan campuran sayur - sayuran bergizi, sangat coÃ¢Â€Â¦ ",0.4,0.016666666666666677,Positive
85,Sat Nov 15 02:42:51 +0000 2014,Gempa sejenak. Semoga aman kota manado. Ã°ÂŸÂ˜Â¿ (with Yoserizal and dr.leida at Puskesmas Teling Atas) Ã¢Â€Â” ,0.5,0.5,Positive
86,Sat Nov 28 01:28:21 +0000 2015,"Wakili Warga Manado, Wali Kota Manado Terima Penghargaan Kota Sehat ",0.5,0.5,Positive
87,Wed Jan 30 02:22:16 +0000 2019,Dinas Kesehatan Daerah Provinsi Sulawesi Utara menyebut hingga kemarin penderita DBD sudah mencapai 1.052 orang danÃ¢Â€Â¦ ,0.0,0.0,Neutral
88,Fri Feb 13 00:37:09 +0000 2015,"Happy Birthday Gembala Teddy K Batasina. Semoga makin Sehat, Makin Sukses dan makin jadi berkat buat Kota Manado... ",0.7375,0.6375,Positive
89,Wed Jul 26 03:23:15 +0000 2017,"Hati boleh kosong ,tapi perut nggak boleh kosong Ã°ÂŸÂ˜Â†..makansiang @ Puskesmas Kombos Kota Manado ",0.5,-0.1,Negative
90,Wed Nov 27 17:00:51 +0000 2013,Amelia Raih Petugas Kusta Terbaik se-Sulut: Dinas Kesehatan (Dinkes) Kota Manado melalui Puskesmas Tuminting m... ,0.3,1.0,Positive
91,Tue Feb 14 05:47:06 +0000 2017,Penandatanganan Perjanjian Kerjasama PD Pasar Kota Manado dan BPJS Kesehatan.(Report by Stand Lee - Smartfm Manado) LiveReport,0.0,0.0,Neutral
92,Sun Feb 24 08:00:00 +0000 2019,Banyaknya korban akibat DBD membuat Caleg Perindo Edwin Eman dan Novani Somba bergerak cepat lakukan fogging massalÃ¢Â€Â¦ ,0.43452380952380953,0.14087301587301584,Positive
93,Wed Jun 05 07:22:14 +0000 2013,"I'm at RSUD Prof. DR. Dr. Kondou Malalayang (Kota Manado, Sulawesi Utara) ",0.0,0.0,Neutral
94,Mon Sep 07 23:59:28 +0000 2020,Thanks Gary_Edo: Bakal Calon Wali kota Manado  (MOR) dan Bakal Calon Wakil Wali kota _sure (HJP) meÃ¢Â€Â¦ ,0.5444444444444444,0.35,Positive
95,Tue Sep 24 23:59:38 +0000 2019,Pemkot Gelar Pengangkatan Jabatan Direktur RSUD Kota Manado ,0.0,0.0,Neutral
96,Fri Mar 22 07:57:13 +0000 2013,Berita Manado - DPRD Kota Manado Dukung Pembangunan RSUD ,0.0,0.0,Neutral
97,Tue Oct 04 02:54:28 +0000 2016,Pertemuan petugas Promosi Kesehatan Puskesmas sekota Manado. (at Dinas Kesehatan Kota Manado) Ã¢Â€Â” ,0.1,-0.1,Negative
98,Sun Nov 17 23:58:13 +0000 2019,Tenaga Harian Lepas dan Kepala Lingkungan di Kota Manado diikutsertakan program santunan kecelakaan kerja dan kematÃ¢Â€Â¦ ,0.0,0.0,Neutral
99,Thu Feb 07 14:24:19 +0000 2019,"DBD Makan Korban, Perindo Giatkan Fogging di Kota Manado ",0.0,0.0,Neutral
100,Tue Feb 07 05:52:32 +0000 2017,"Data Resmi Puskesmas di Kota Manado Provinsi Sulawesi Utara Republik Indonesia, Lengkap dan Reliable ",0.4,0.1,Positive
101,Tue Jan 08 04:10:35 +0000 2019,Jumlah kasus demam berdarah di kota Manado meningkat dan sudah masuk dalam kasus luar biasa. Pasien DBD memenuhi ruÃ¢Â€Â¦ ,1.0,0.3333333333333333,Positive
102,Wed Aug 28 12:10:24 +0000 2019,"Ferdinan Sumarauw Daniel, warga Lingkungan VI, Kelurahan Banjer, Kecamatan Tikala, Kota Manado, Sulawesi Utara. MenÃ¢Â€Â¦ ",0.0,0.0,Neutral
103,Thu Mar 30 01:12:26 +0000 2017,Ibadah Bersama Dinkes Pemkot Mdo Oleh Pdt Felix LengkeyÃ°ÂŸÂ™ÂÃ°ÂŸÂÂ» (at Dinas Kesehatan Kota Manado ) [vid] Ã¢Â€Â” ,0.0,0.0,Neutral
104,Tue Jan 15 00:34:18 +0000 2019,"Wabah DBD terjadi bukan hanya karena musim yang berganti, melainkan juga pola pembangunan kota. Wabah DBD di KotaÃ¢Â€Â¦ ",0.5,0.0,Neutral
105,Tue Jan 08 05:01:05 +0000 2019," Cegah DBD, Dinkes Manado Lakukan Pengasapan Dinas Kesehatan (Dinkes) Kota Manado  ",0.0,0.0,Neutral
106,Fri Jul 12 06:31:16 +0000 2013,Kesehatan Masyarakat Prioritas Pemerintah Kota Manado: Manado Ã¢Â€Â“ Terkait program Car free Day (Hari bebas kenda... ,0.5166666666666666,0.2,Positive
107,Fri May 17 08:11:47 +0000 2013,Kota Manado Juara I Kinerja Program Jaminan Kesehatan Semesta: IDMANADO/Manado-Kota Manado gemilang dengan... ,0.4444444444444444,0.3833333333333333,Positive
108,Wed Aug 07 01:33:05 +0000 2013,"I'm at RSUD Prof. DR. Dr. Kandou Malalayang (Kota Manado, Sulawesi Utara) ",0.0,0.0,Neutral
109,Sat Oct 05 23:34:13 +0000 2019,Kamis (03/10/2019) di Aula Sam Ratulangi Lantai 4 Kejati Sulut dilaksanakan Rapat TP4D Kejati Sulut dgn Pemkot ManaÃ¢Â€Â¦ ,0.5,0.05000000000000002,Positive
110,Tue Feb 12 16:22:36 +0000 2019,Warga Sambut Antusias Periksa Kesehatan Gratis dari Perindo Kota Manado [News]. ,0.8500000000000001,0.6000000000000001,Positive
111,Tue Jul 14 07:10:06 +0000 2015,"HBD kota manado,,,panjang umur deng sehat sehat selalu neh  {}",0.45,0.225,Positive
