,created_at,text,Subjectivity,Polarity,Sentiment
21,Tue Feb 02 19:30:44 +0000 2016,"Lima Daerah di Sulsel Laporkan DBD Kejadian Luar Biasa: ""Yaitu Kabupaten Luwu Utara, Pangkep, Bulukumba, Wajo,... ",1.0,0.3333333333333333,Positive
22,Sun Oct 06 07:27:14 +0000 2019,"Didiagnosa mengalami penyempitan usus, Aqila (3) warga Desa Tulung Indah Kecamatan Sukamaju, Kabupaten Luwu Utara hÃ¢Â€Â¦ ",0.0,0.0,Neutral
23,Sun Jan 03 20:59:39 +0000 2016,"Banyak Apotek di Luwu Tidak Punya Apoteker: Dinas Kesehatan (Dinkes) Kabupaten Luwu, mengakui masih banyak apo... ",0.5,0.5,Positive
24,Thu Feb 02 15:08:25 +0000 2017,"Data Resmi Puskesmas di Kabupaten Luwu Timur Provinsi Sulawesi Selatan Republik Indonesia, Lengkap dan Reliable ",0.4,0.1,Positive
25,Fri Jul 19 08:13:56 +0000 2013,"112 Penderita DBD dii Lutim : Demam Berdarah Deangue (DBD), kembali mewabah di Kabupaten Luwu Timur ... ",0.0,0.0,Neutral
26,Wed Dec 10 01:19:26 +0000 2014,"Politisi Hanura Luwu Timur Irwan Setiawan Meninggal: Di Puskesmas Malili, Kabupaten Luwu Timur, pada Rabu dini... ",0.2,0.0,Neutral
27,Mon Dec 07 16:33:33 +0000 2020,"Seorang wanita di Kabupaten Luwu Utara, Sulawesi Selatan inisial HS (20) nekat menenggak cairan obat nyamuk usai diÃ¢Â€Â¦ ",1.0,-0.9,Negative
28,Mon Sep 30 22:14:32 +0000 2019,Kabupaten Luwu Timur akan kedatangan Tim Penilai untuk melakukan verifikasi lapangan Kabupaten/Kota Sehat (KKS). WaÃ¢Â€Â¦ ,0.0,0.0,Neutral
29,Tue Apr 01 00:36:35 +0000 2014,Badan panas perih masih ke rs . Yakan wonder womengÃ°ÂŸÂ˜Â·Ã°ÂŸÂ˜Â‚Ã°ÂŸÂ˜Â‚ (at RSUD Andi Djemma Masamba Kabupaten Luwu Utara) Ã¢Â€Â” ,0.8500000000000001,0.25,Positive
30,Thu Aug 15 12:19:27 +0000 2019,6 Lomba Posyandu Inovasi Tingkat Kabupaten Luwu Masuk Nominasi ,0.0,0.0,Neutral
31,Fri Jan 27 19:49:11 +0000 2017,Info Lengkap Apotek di Kabupaten Luwu Timur Provinsi Sulawesi Selatan Republik Indonesia  seluruhpharmacydrugstore,0.4,0.1,Positive
32,Tue Feb 07 21:05:30 +0000 2017,"Data Resmi Puskesmas di Kabupaten Luwu Provinsi Sulawesi Selatan Republik Indonesia, Lengkap dan Reliable ",0.4,0.1,Positive
33,Wed Dec 10 01:19:00 +0000 2014,"WijaToSoppeng Politisi Hanura Luwu Timur Irwan Setiawan Meninggal: Di Puskesmas Malili, Kabupaten Luwu Timur,... ",0.1,-0.1,Negative
34,Sat Oct 13 12:11:52 +0000 2018,Selamat malam pak menteri .... Alhamdulillah ......kami PLD dan PD kecamatan Wotu Kabupaten Luwu TimurÃ¢Â€Â¦ ,0.6000000000000001,0.7,Positive
35,Sun May 10 06:40:02 +0000 2020,IDI Salurkan APD ke Seluruh Rumah Sakit dan Klinik se-Kabupaten Luwu -  ,0.0,0.0,Neutral
36,Tue Jun 03 15:07:46 +0000 2014,Dinas Kesehatan (Dinkes) Kabupaten Luwu Timur akhirnya mencairkan dana Jaminal Persalinan (Jampersal) kepada... ,1.0,0.0,Neutral
37,Mon Feb 06 01:20:39 +0000 2017,"Data Resmi Rumah Sakit di Kabupaten Luwu Utara Provinsi Sulawesi Selatan Republik Indonesia, Lengkap dan Valid ",0.4,0.1,Positive
38,Wed Jul 04 13:56:57 +0000 2018,"Obyek wisata hutan mangrove Banua Pangka ini berlokasi di Dusun  Salualla, Desa Bawalipu, Kecamatan Wotu, KabupatenÃ¢Â€Â¦ ",0.0,0.0,Neutral
39,Tue Sep 23 09:15:37 +0000 2014,LokerMks BIDAN PELAKSANA - IV - CPNS-PEMERINTAH KABUPATEN LUWU TIMUR ,0.0,0.0,Neutral
40,Mon Oct 21 08:07:59 +0000 2019,Workshop penyusunan Road Map Ketahanan Pangan di Kabupaten Luwu Utara dilaksanakan oleh Perkumpulan Katalis &amp; DewanÃ¢Â€Â¦ ,0.0,0.0,Neutral
41,Thu Aug 06 13:12:56 +0000 2020,Tim MedicShare Kembali mengirimkan Tim Medis ke lokasi Bencana Banjir Bandang Masamba. Relawan Kemanusiaan MedicShaÃ¢Â€Â¦ ,0.0,0.0,Neutral
42,Fri Apr 27 08:41:34 +0000 2018,Jalan Sehat Berhadiah Warnai HUT 15 Tahun Kabupaten LuwuÃ‚Â Timur  ,0.5,0.5,Positive
43,Thu Nov 26 03:22:24 +0000 2015,"Bapak Anjas, kepala seksi penyehatan lingkungan Dinkes Kabupaten Luwu Utara, berbagi ceritanya dalam melawan BABS. ",0.0,0.0,Neutral
44,Tue Sep 23 09:23:09 +0000 2014,"PERAWAT PELAKSANA -  V - CPNS-PEMERINTAH KABUPATEN LUWU TIMUR: Rp2,000k - Rp2,500k, N/A yr of exp, posted on 2... ",0.0,0.0,Neutral
45,Wed Feb 01 03:28:54 +0000 2017,"Data Resmi Rumah Sakit di Kabupaten Luwu Utara Provinsi Sulawesi Selatan Republik Indonesia, Lengkap dan Valid ",0.4,0.1,Positive
46,Wed Jul 29 10:34:06 +0000 2020,"KawanLaut Syukur, bantuan untuk korban banjir bandang Masamba, Kabupaten Luwu Utara, masih terus mengalir. SelainÃ¢Â€Â¦ ",0.0,0.0,Neutral
47,Tue Feb 02 19:32:02 +0000 2016,"Lima Daerah di Sulsel Laporkan DBD Kejadian Luar Biasa: ""Yaitu Kabupaten Luwu Utara, Pangkep, Bulukumba, Wajo,... ",1.0,0.3333333333333333,Positive
48,Thu Dec 19 02:58:52 +0000 2013,Ã°ÂŸÂ”ÂŽÃ°ÂŸÂ“ÂƒÃ°ÂŸÂ’Â‰Ã°ÂŸÂ’ÂŠÃ°ÂŸÂ’Â¸Ã°ÂŸÂ’Â¸ (at RSUD Andi Djemma Masamba Kabupaten Luwu Utara) Ã¢Â€Â” ,0.0,0.0,Neutral
49,Wed Feb 01 04:09:58 +0000 2017,Daftar Puskesmas di Kabupaten Luwu Provinsi Sulawesi Selatan ,0.0,0.0,Neutral
50,Tue Feb 02 19:31:47 +0000 2016,"""Yaitu Kabupaten Luwu Utara, Pangkep, Bulukumba, Wajo, dan Kabupaten Gowa,"" kata Nurul ",0.0,0.0,Neutral
51,Wed Oct 02 20:16:51 +0000 2019, Sama bang   aku jg susah tidur nih..Aku fans mu bang dari kec.Masamba kabupaten.Luwu utaraÃ¢Â€Â¦ ,0.125,0.0,Neutral
