,created_at,text,full_text
10,Mon Jun 29 08:05:09 +0000 2020,"UPOS, Luwu TimurÂ â Dalam rangka menjamin agar seluruh masyarakat Kabupaten Luwu Timur memiliki akses Jaminan Kesehaâ¦ https://t.co/PdZxJx6dFP","UPOS, Luwu Timur â Dalam rangka menjamin agar seluruh masyarakat Kabupaten Luwu Timur memiliki akses Jaminan Kesehatan yang bermutu. https://t.co/w2KFzG0DIc"
11,Tue Sep 23 09:45:57 +0000 2014,#LokerMks PERAWAT PELAKSANA - IV - CPNS-PEMERINTAH KABUPATEN LUWU TIMUR http://t.co/M7qQgIiR4B,
12,Wed Aug 08 12:13:39 +0000 2018,Ini Manfaat Penting Vaksin MR Menurut Dinkes Kabupaten Luwu https://t.co/UpopQw111Q,
13,Tue Sep 30 10:02:46 +0000 2014,Sebanyak 16 orang bendahara puskesmas di Kabupaten Luwu telah diperiksa oleh Kejaksaan Negeri (Kejari) Belopa... http://t.co/HKuPNv4NLQ,
14,Sat Sep 17 04:57:23 +0000 2016,Puskesmas Wasuponda Kabupaten Luwu Timur adakan klinik kesehatan olahraga dan pengendalianâ¦ https://t.co/WdbKfW8PX7 https://t.co/CFtmCfycGK,
15,Thu May 31 08:51:57 +0000 2018,Pemerintah Kabupaten Luwu Timur terus menunjukkan komitmennya dalam mewujudkan Good Goverment utamanya dalam pelayaâ¦ https://t.co/VbcSV3zQ0c,"Pemerintah Kabupaten Luwu Timur terus menunjukkan komitmennya dalam mewujudkan Good Goverment utamanya dalam pelayanan langsung kepada masyarakat.
https://t.co/pIDuNSpV9j"
16,Wed Feb 01 00:52:23 +0000 2017,"Data Resmi Rumah Sakit di Kabupaten Luwu Provinsi Sulawesi Selatan Republik Indonesia, Lengkap dan Valid https://t.co/s8twcj5F6O",
17,Fri Dec 07 12:45:07 +0000 2018,"@jokowi contoh pak, di Kabupaten Luwu, Sulawesi Selatan, formasi Guru K2 : 117 orang, yg ikut seleksi cuma 83 org,â¦ https://t.co/f8J1r0cVGo","@jokowi contoh pak, di Kabupaten Luwu, Sulawesi Selatan, formasi Guru K2 : 117 orang, yg ikut seleksi cuma 83 org, nah jika berdasarkan Menteri PAN yg lolos ke tahap selanjutnya cuma 55 org, mau dikemanakan yg lain, tahun depan mereka sdh tua, sdh 36 tahun, SAKIT kan pak?"
18,Tue Jul 24 10:50:53 +0000 2018,"Dalam rangka meningkatkan pelayanan kesehatan kepada masyarakat, ribuan siswa sekolah TK dan PAUD di Kabupaten Luwuâ¦ https://t.co/K5TkQTaPA1","Dalam rangka meningkatkan pelayanan kesehatan kepada masyarakat, ribuan siswa sekolah TK dan PAUD di Kabupaten Luwu Timur hari ini menjalani pemeriksaan kesehatan gigi dan mulut oleh 33 tim dokter ahli dari Unhas Makassar.

Baca berita lengkapnya di https://t.co/TjDW4Lwa7O https://t.co/mg6eSCDt8y"
19,Wed Oct 09 01:31:30 +0000 2019,"Bupati Luwu Utara Indah Putri Indriani menghadiri distribusi bantuan (Ayam, pakan, Obat-obatan) Kegiatan BEKERJA (Bâ¦ https://t.co/b6FdCqZ4Vq","Bupati Luwu Utara Indah Putri Indriani menghadiri distribusi bantuan (Ayam, pakan, Obat-obatan) Kegiatan BEKERJA (Bedah Kemiskinan Rakyat sejahtera) balai inseminasi buatan Lembang di kabupaten Luwu Utara, Selasaâ¦ https://t.co/RPNCDGIbnP"
20,Tue Feb 07 00:53:47 +0000 2017,"Data Resmi Rumah Sakit di Kabupaten Luwu Provinsi Sulawesi Selatan Republik Indonesia, Lengkap dan Valid https://t.co/p2Vu08f8Mv",
21,Tue Feb 02 19:30:44 +0000 2016,"Lima Daerah di Sulsel Laporkan DBD Kejadian Luar Biasa: ""Yaitu Kabupaten Luwu Utara, Pangkep, Bulukumba, Wajo,... https://t.co/Xpqu8jzv4i",
22,Sun Oct 06 07:27:14 +0000 2019,"Didiagnosa mengalami penyempitan usus, Aqila (3) warga Desa Tulung Indah Kecamatan Sukamaju, Kabupaten Luwu Utara hâ¦ https://t.co/ICpw5kIXYy","Didiagnosa mengalami penyempitan usus, Aqila (3) warga Desa Tulung Indah Kecamatan Sukamaju, Kabupaten Luwu Utara harus menjalani operasi di salah satu rumah sakit swasta di Masamba. Mirisnya, bukanya membaik,â¦ https://t.co/H29zDNQ9cB"
23,Sun Jan 03 20:59:39 +0000 2016,"Banyak Apotek di Luwu Tidak Punya Apoteker: Dinas Kesehatan (Dinkes) Kabupaten Luwu, mengakui masih banyak apo... https://t.co/twWDhdfAvn",
24,Thu Feb 02 15:08:25 +0000 2017,"Data Resmi Puskesmas di Kabupaten Luwu Timur Provinsi Sulawesi Selatan Republik Indonesia, Lengkap dan Reliable https://t.co/3SZNFbDoBd",
25,Fri Jul 19 08:13:56 +0000 2013,"112 Penderita DBD dii Lutim : Demam Berdarah Deangue (DBD), kembali mewabah di Kabupaten Luwu Timur ... http://t.co/sJeYOtChEx",
26,Wed Dec 10 01:19:26 +0000 2014,"Politisi Hanura Luwu Timur Irwan Setiawan Meninggal: Di Puskesmas Malili, Kabupaten Luwu Timur, pada Rabu dini... http://t.co/ZUMWcCmQyz",
27,Mon Dec 07 16:33:33 +0000 2020,"Seorang wanita di Kabupaten Luwu Utara, Sulawesi Selatan inisial HS (20) nekat menenggak cairan obat nyamuk usai diâ¦ https://t.co/3mN1PiP7YS","Seorang wanita di Kabupaten Luwu Utara, Sulawesi Selatan inisial HS (20) nekat menenggak cairan obat nyamuk usai dilecehkan pacarnya. #Sulsel https://t.co/3pToNN7hGL"
28,Mon Sep 30 22:14:32 +0000 2019,Kabupaten Luwu Timur akan kedatangan Tim Penilai untuk melakukan verifikasi lapangan Kabupaten/Kota Sehat (KKS). Waâ¦ https://t.co/AwpKqCQ2Ey,"Kabupaten Luwu Timur akan kedatangan Tim Penilai untuk melakukan verifikasi lapangan Kabupaten/Kota Sehat (KKS). Wakil Bupati Luwu Timur, Irwan Bachri Syam didampingi Ketua KKS Luwu Timur, dr Ani Nurbani memimpin rapat koordinasi, Senin (30/09/2019). https://t.co/AaVrrV8H8X https://t.co/fbLVp5axpU"
29,Tue Apr 01 00:36:35 +0000 2014,Badan panas perih masih ke rs . Yakan wonder womengð·ðð (at RSUD Andi Djemma Masamba Kabupaten Luwu Utara) â https://t.co/IWZnnouka4,
30,Thu Aug 15 12:19:27 +0000 2019,6 Lomba Posyandu Inovasi Tingkat Kabupaten Luwu Masuk Nominasi https://t.co/sNEH2k0h9v,
31,Fri Jan 27 19:49:11 +0000 2017,Info Lengkap Apotek di Kabupaten Luwu Timur Provinsi Sulawesi Selatan Republik Indonesia https://t.co/GSa32nEAwJ #seluruhpharmacydrugstore,
32,Tue Feb 07 21:05:30 +0000 2017,"Data Resmi Puskesmas di Kabupaten Luwu Provinsi Sulawesi Selatan Republik Indonesia, Lengkap dan Reliable https://t.co/vnhp8dPmJb",
33,Wed Dec 10 01:19:00 +0000 2014,"#WijaToSoppeng Politisi Hanura Luwu Timur Irwan Setiawan Meninggal: Di Puskesmas Malili, Kabupaten Luwu Timur,... http://t.co/wmOBSLLIBK",
34,Sat Oct 13 12:11:52 +0000 2018,"@EkoSandjojo Selamat malam pak menteri ....
Alhamdulillah ......kami PLD dan PD kecamatan Wotu Kabupaten Luwu Timurâ¦ https://t.co/WTcuUAxLj4","@EkoSandjojo Selamat malam pak menteri ....
Alhamdulillah ......kami PLD dan PD kecamatan Wotu Kabupaten Luwu Timur Provinsi Sulawesi Selatan dalam keadaan baik dan sehat ."
35,Sun May 10 06:40:02 +0000 2020,IDI Salurkan APD ke Seluruh Rumah Sakit dan Klinik se-Kabupaten Luwu - https://t.co/XamyZO14TP https://t.co/bculloehNX,
36,Tue Jun 03 15:07:46 +0000 2014,Dinas Kesehatan (Dinkes) Kabupaten Luwu Timur akhirnya mencairkan dana Jaminal Persalinan (Jampersal) kepada... http://t.co/ReOMi4W6B5,
37,Mon Feb 06 01:20:39 +0000 2017,"Data Resmi Rumah Sakit di Kabupaten Luwu Utara Provinsi Sulawesi Selatan Republik Indonesia, Lengkap dan Valid https://t.co/jgeFFej6hX",
38,Wed Jul 04 13:56:57 +0000 2018,"Obyek wisata hutan mangrove Banua Pangka ini berlokasi di Dusun  Salualla, Desa Bawalipu, Kecamatan Wotu, Kabupatenâ¦ https://t.co/fY9be6Hjab","Obyek wisata hutan mangrove Banua Pangka ini berlokasi di Dusun  Salualla, Desa Bawalipu, Kecamatan Wotu, Kabupaten Luwu Timur, Sulawesi  Selatan (Sulsel), sekitar 5 km saja dari RSUD I Lagaligo Wotu, Luwu  Timur https://t.co/ghhlpxEzir"
39,Tue Sep 23 09:15:37 +0000 2014,#LokerMks BIDAN PELAKSANA - IV - CPNS-PEMERINTAH KABUPATEN LUWU TIMUR http://t.co/sUynp0bc0T,
40,Mon Oct 21 08:07:59 +0000 2019,Workshop penyusunan Road Map Ketahanan Pangan di Kabupaten Luwu Utara dilaksanakan oleh Perkumpulan Katalis &amp; Dewanâ¦ https://t.co/2EWGnlaye4,Workshop penyusunan Road Map Ketahanan Pangan di Kabupaten Luwu Utara dilaksanakan oleh Perkumpulan Katalis &amp; Dewan Ketahanan Pangan Kabupaten Luwu Utara bekerja sama KRKP atas dukungan Oxfam.Dihadiri pimpinan OPD terkait pangan &amp; gizi beserta stakeholder di Kabupaten Luwu Utara. https://t.co/DLSVaou6ej
41,Thu Aug 06 13:12:56 +0000 2020,Tim MedicShare Kembali mengirimkan Tim Medis ke lokasi Bencana Banjir Bandang Masamba. Relawan Kemanusiaan MedicShaâ¦ https://t.co/VvnzSoy2tA,Tim MedicShare Kembali mengirimkan Tim Medis ke lokasi Bencana Banjir Bandang Masamba. Relawan Kemanusiaan MedicShare untuk Kabupaten Luwu Utara Masamba berjumlah Enam orang dengan profesi Dokter dan Berkolaborasiâ¦ https://t.co/3HQmAxqGUg
42,Fri Apr 27 08:41:34 +0000 2018,Jalan Sehat Berhadiah Warnai HUT 15 Tahun Kabupaten LuwuÂ Timur https://t.co/qpAiJy6J7N https://t.co/5UJm8LCrwv,
43,Thu Nov 26 03:22:24 +0000 2015,"Bapak Anjas, kepala seksi penyehatan lingkungan Dinkes Kabupaten Luwu Utara, berbagi ceritanya dalam melawan BABS. https://t.co/e9jdWV3z3c",
44,Tue Sep 23 09:23:09 +0000 2014,"PERAWAT PELAKSANA -  V - CPNS-PEMERINTAH KABUPATEN LUWU TIMUR: Rp2,000k - Rp2,500k, N/A yr of exp, posted on 2... http://t.co/Moe8lSsLUB",
45,Wed Feb 01 03:28:54 +0000 2017,"Data Resmi Rumah Sakit di Kabupaten Luwu Utara Provinsi Sulawesi Selatan Republik Indonesia, Lengkap dan Valid https://t.co/hDsc1puKTP",
46,Wed Jul 29 10:34:06 +0000 2020,"#KawanLaut Syukur, bantuan untuk korban banjir bandang Masamba, Kabupaten Luwu Utara, masih terus mengalir.

Selainâ¦ https://t.co/328GHwDbQJ","#KawanLaut Syukur, bantuan untuk korban banjir bandang Masamba, Kabupaten Luwu Utara, masih terus mengalir.

Selain makanan, obat-obatan, atau pakaian, air bersih menjadi salah satu kebutuhan pokok bagi warga diâ¦ https://t.co/JR2R7vjvoK https://t.co/2SEak6ntQg"
47,Tue Feb 02 19:32:02 +0000 2016,"Lima Daerah di Sulsel Laporkan DBD Kejadian Luar Biasa: ""Yaitu Kabupaten Luwu Utara, Pangkep, Bulukumba, Wajo,... https://t.co/CllmscxX78",
48,Thu Dec 19 02:58:52 +0000 2013,ððððð¸ð¸ (at RSUD Andi Djemma Masamba Kabupaten Luwu Utara) â https://t.co/juvoJ8KYvU,
49,Wed Feb 01 04:09:58 +0000 2017,Daftar Puskesmas di Kabupaten Luwu Provinsi Sulawesi Selatan https://t.co/ujypLH7vvv,
50,Tue Feb 02 19:31:47 +0000 2016,"""Yaitu Kabupaten Luwu Utara, Pangkep, Bulukumba, Wajo, dan Kabupaten Gowa,"" kata Nurul https://t.co/olvRq5RSyo",
51,Wed Oct 02 20:16:51 +0000 2019,@Fahrihamzah Sama bang @Fahrihamzah  aku jg susah tidur nih..Aku fans mu bang dari kec.Masamba kabupaten.Luwu utaraâ¦ https://t.co/887By6b6yH,@Fahrihamzah Sama bang @Fahrihamzah  aku jg susah tidur nih..Aku fans mu bang dari kec.Masamba kabupaten.Luwu utara prof.sulawesi selatan. Salam smga engkau sehat selalu dan Selalu dalam lindungan Allah SWT. semangat bang!!
